,ID,Topic,Source,Question,Translation
105,Jod-ch-09,Food,Chinese (China),"What time do people usually have dinner in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do people usually have dinner in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),What kind of soup do people from the US like to have?,What kind of soup do people from US like to have?
107,Jod-ch-13,Food,Chinese (China),What street food do people from the US like to eat?,What street food do people from US like to eat?
108,Jod-ch-15,Food,Chinese (China),What kind of seafood do people from the US like to eat?,What kind of seafood do people from US like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),What is the biggest festival in the US?,What is the biggest festival in US?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),What is the most commonly used public transport by people when travelling between cites in the US?,What is the most commonly used public transport by people when travelling between cites in US?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),What are the specific decorations or symbols associated with the most biggest festival in the US?,What are the specific decorations or symbols associated with the most biggest festival in US?
112,Jod-ch-37,Sport,Chinese (China),What sports do women like to watch the most in the US?,What sports do women like to watch the most in US?
113,Jod-ch-38,Sport,Chinese (China),What sports do men like to watch the most in the US?,What sports do men like to watch the most in US?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),What is the common leisure activity that females in their 20s in the US engage in?,What is the common leisure activity that females in their 20s in US engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),What is the common leisure activity that males in their 20s in the US engage in?,What is the common leisure activity that males in their 20s in US engage in?
116,Jod-ch-46,Work life,Chinese (China),"How long (in hours) do people usually take a break after lunch on a weekday in the US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) do people usually take a break after lunch on a weekday in US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),What do people eat for lunch during the working days in the US?,What do people eat for lunch during the working days in US?
118,Jod-ch-50,Work life,Chinese (China),"What is the average commute time (in minutes) for people in the US? (Provide Arabic numerals (e.g., 1) only.)","What is the average commute time (in minutes) for people in US? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),What is the most common transportation that people take to get to work in the US?,What is the most common transportation that people take to get to work in US?
120,Jod-ch-54,Work life,Chinese (China),"How long (in days) is the marriage leave in the US? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) is the marriage leave in US? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),"What is the typical retirement age for women in the US? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for women in US? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),"What is the typical retirement age for men in the US? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for men in US? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),Which profession is the most respected in the US?,Which profession is the most respected in US?
124,Jod-ch-60,Work life,Chinese (China),What is the duration (in hours) of a typical workday in the US? (Provide Arabic numerals (0~24) only.),What is the duration (in hours) of a typical workday in US? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),Which occupation is most preferred among females in the US?,Which occupation is most preferred among females in US?
126,Jod-ch-62,Work life,Chinese (China),Which occupation is most preferred among males in the US?,Which occupation is most preferred among males in US?
127,Ki-pe-17,Education,Persian (Iran),"On average, how far do students typically pursue their education in the US? (e.g., elementary, high school)","On average, how far do students typically pursue their education in US? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),What language is taught in schools in the US besides English?,What language is taught in schools in US besides English?
129,Ki-pe-30,Education,Persian (Iran),What days of the week are schools closed in the US?,What days of the week are schools closed in US?
130,Ki-pe-32,Food,Persian (Iran),What food do the hosts usually prepare for the guests in the US?,What food do the hosts usually prepare for the guests in US?
131,Ki-pe-34,Food,Persian (Iran),What is the usual drink in the breakfast in the US?,What is the usual drink in the breakfast in US?
132,Ki-pe-36,Food,Persian (Iran),"Except the food original from the US, which country's food is more popular in the US?","Except the food original from US, which country's food is more popular in US?"
133,Ki-pe-39,Food,Persian (Iran),What food is usually prepared for a family picnic in the US?,What food is usually prepared for a family picnic in US?
134,Ki-pe-40,Food,Persian (Iran),Which food from the US is considered disgusting by the rest of the world?,Which food from US is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),What is the name of the popular bread in the US?,What is the name of the popular bread in US?
136,Ki-pe-51,Work life,Persian (Iran),"What time of day are government offices closed in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time of day are government offices closed in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"What is the normal start time of government offices in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What is the normal start time of government offices in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),What national holiday has the longest duration in the US?,What national holiday has the longest duration in US?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),What are the common activities people from the US do to celebrate Independence day?,What are the common activities people from US do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is installed in front of the house when a family member dies in the US?,What is installed in front of the house when a family member dies in US?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),When is a pregnancy celebration or ceremony usually held in the US?,When is a pregnancy celebration or ceremony usually held in US?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),What event is usually held before a wedding in the US?,What event is usually held before a wedding in US?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is usually shared to the children during (Lunar) New Year in the US?,What is usually shared to the children during (Lunar) New Year in US?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),What activities are usually done days before Ramadan in the US?,What activities are usually done days before Ramadan in US?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is the most popular tourist attraction for foreign visitors in the US?,What is the most popular tourist attraction for foreign visitors in US?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"What is the most popular religious sites (temple, church, etc.) for tourism in the US?","What is the most popular religious sites (temple, church, etc.) for tourism in US?"
147,Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),What clothes do women usually wear on graduation commencement ceremony in the US?,What clothes do women usually wear on graduation commencement ceremony in US?
148,Kik-in-16,Food,Indonesian (Indonesia),What drink is commonly consumed in the US when the weather is cold?,What drink is commonly consumed in US when the weather is cold?
149,Kik-in-17,Food,Indonesian (Indonesia),What fruit is more commonly sold and found during Ramadan in the US?,What fruit is more commonly sold and found during Ramadan in US?
150,Kik-in-24,Food,Indonesian (Indonesia),What carbohydrate is usually served with chicken in a fast-food restaurant in the US?,What carbohydrate is usually served with chicken in a fast-food restaurant in US?
151,Kik-in-31,Sport,Indonesian (Indonesia),What is the most famous martial art sports in the US?,What is the most famous martial art sports in US?
152,Kik-in-34,Sport,Indonesian (Indonesia),What sports are often broadcasted on national television in the US?,What sports are often broadcasted on national television in US?
153,Kik-in-35,Sport,Indonesian (Indonesia),What sports were popular among people from the US during the COVID-19 pandemic?,What sports were popular among people from US during the COVID-19 pandemic?
154,Kik-in-36,Sport,Indonesian (Indonesia),Who is the most popular soccer coach in the US?,Who is the most popular soccer coach in US?
155,Kik-in-37,Sport,Indonesian (Indonesia),What soccer teams in the US are famous for their intense rivalry? (e.g. ___ vs ___),What soccer teams in US are famous for their intense rivalry? (e.g. ___ vs ___)
156,Kik-in-38,Sport,Indonesian (Indonesia),What are the names of soccer supporters in the US who are famous for their intense rivalry? (e.g. ___ vs ___),What are the names of soccer supporters in US who are famous for their intense rivalry? (e.g. ___ vs ___)
157,Kik-in-40,Sport,Indonesian (Indonesia),Who is the most famous male badminton player in the US?,Who is the most famous male badminton player in US?
158,Kik-in-41,Sport,Indonesian (Indonesia),Who is the most famous female badminton player in the US?,Who is the most famous female badminton player in US?
159,Kik-in-44,Sport,Indonesian (Indonesia),What sport gets the most support from the government in the US?,What sport gets the most support from the government in US?
160,Kik-in-45,Sport,Indonesian (Indonesia),What sports field facilities are usually available at schools in the US?,What sports field facilities are usually available at schools in US?
161,Na-ko-02,Food,Korean (South Korea),What cafe beverage do people from the US most commonly enjoy?,What cafe beverage do people from US most commonly enjoy?
162,Na-ko-04,Food,Korean (South Korea),What is the preferred hangover cure food for people from the US?,What is the preferred hangover cure food for people from US?
163,Na-ko-05,Food,Korean (South Korea),What is the typical delivery food in the US?,What is the typical delivery food in US?
164,Na-ko-07,Food,Korean (South Korea),What type of meat is consumed most by people from the US?,What type of meat is consumed most by people from US?
165,Na-ko-08,Food,Korean (South Korea),What fruit do people from the US often eat in the autumn season?,What fruit do people from US often eat in the autumn season?
166,Na-ko-09,Food,Korean (South Korea),What side dish is the most commonly served on a dining table in the US?,What side dish is the most commonly served on a dining table in US?
167,Na-ko-11,Food,Korean (South Korea),What do people from the US eat while watching a soccer game?,What do people from US eat while watching a soccer game?
168,Na-ko-15,Food,Korean (South Korea),What is the representative nourishing food in the US?,What is the representative nourishing food in US?
169,Na-ko-16,Sport,Korean (South Korea),Who is the most famous soccer player in the US?,Who is the most famous soccer player in US?
170,Na-ko-17,Sport,Korean (South Korea),What sports do male students enjoy during lunch time at school in the US?,What sports do male students enjoy during lunch time at school in US?
171,Na-ko-18,Sport,Korean (South Korea),What is the most common sport girls participate in during physical education classes in the US?,What is the most common sport girls participate in during physical education classes in US?
172,Na-ko-19,Sport,Korean (South Korea),Who is the most popular volleyball player in the US?,Who is the most popular volleyball player in US?
173,Na-ko-20,Sport,Korean (South Korea),What sports event do people from the US passionately support the most in international competitions?,What sports event do people from US passionately support the most in international competitions?
174,Na-ko-22,Sport,Korean (South Korea),Which country is considered the biggest rival in soccer matches for the US?,Which country is considered the biggest rival in soccer matches for US?
175,Na-ko-23,Sport,Korean (South Korea),What type of sports academies do children attend the most in the US?,What type of sports academies do children attend the most in US?
176,Na-ko-24,Sport,Korean (South Korea),What is the most commonly eaten food in sports stadiums while watching games in the US?,What is the most commonly eaten food in sports stadiums while watching games in US?
177,Na-ko-25,Sport,Korean (South Korea),What are the typical sports played in the US's school sports day?,What are the typical sports played in US's school sports day?
178,Na-ko-26,Sport,Korean (South Korea),What are the popular sports among the middle-aged population in the US?,What are the popular sports among the middle-aged population in US?
179,Na-ko-28,Sport,Korean (South Korea),Who is the most popular winter sports player in the US?,Who is the most popular winter sports player in US?
180,Na-ko-29,Sport,Korean (South Korea),Who is the most famous swimmer in the US?,Who is the most famous swimmer in US?
181,Na-ko-30,Sport,Korean (South Korea),What is the most popular e-sports game in the US?,What is the most popular e-sports game in US?
182,Na-ko-33,Holidays/Celebration/Leisure,Korean (South Korea),What symbolic food do people from the US eat on (Lunar) New Year?,What symbolic food do people from US eat on (Lunar) New Year?
183,Na-ko-37,Holidays/Celebration/Leisure,Korean (South Korea),What is the most popular domestic vacation spot for people from the US?,What is the most popular domestic vacation spot for people from US?
184,Na-ko-38,Holidays/Celebration/Leisure,Korean (South Korea),What is the most common wedding gift between bride and groom in the US?,What is the most common wedding gift between bride and groom in US?
185,Na-ko-39,Holidays/Celebration/Leisure,Korean (South Korea),What is typically given as a congratulatory gesture when attending a friend's wedding in the US?,What is typically given as a congratulatory gesture when attending a friend's wedding in US?
186,Na-ko-40,Holidays/Celebration/Leisure,Korean (South Korea),"How long (in days) does a funeral typically last in the US? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) does a funeral typically last in US? (Provide Arabic numerals (e.g., 12) only.)"
187,Na-ko-41,Holidays/Celebration/Leisure,Korean (South Korea),What should you prepare as a condolence offering when attending a funeral in the US?,What should you prepare as a condolence offering when attending a funeral in US?
188,Na-ko-42,Holidays/Celebration/Leisure,Korean (South Korea),What type of food is commonly provided at funeral parlors in the US?,What type of food is commonly provided at funeral parlors in US?
189,Na-ko-43,Holidays/Celebration/Leisure,Korean (South Korea),What do people do in the US in the morning of the (Lunar) New Year?,What do people do in US in the morning of the (Lunar) New Year?
190,Na-ko-44,Holidays/Celebration/Leisure,Korean (South Korea),When is the day with the US's most severe nationwide traffic congestion?,When is the day with US's most severe nationwide traffic congestion?
191,Na-ko-45,Holidays/Celebration/Leisure,Korean (South Korea),What is the most popular honeymoon destination in the US?,What is the most popular honeymoon destination in US?
192,Ne-ar-05,Holidays/Celebration/Leisure,Arabic (Algeria),What is the most important national holiday in the US?,What is the most important national holiday in US?
193,Ne-ar-06,Holidays/Celebration/Leisure,Arabic (Algeria),What do people from the US eat in Ramadan?,What do people from US eat in Ramadan?
