,ID,Topic,Source,Question,Translation
22,An-ar-03,Education,Arabic (Algeria),¿En qué mes se programa normalmente el periodo de exámenes finales en las preparatorias de México? (Proporciona solo números arábigos (1~12).),Which month is the final exam term usually scheduled at high schools in Mexico? (Provide Arabic numerals (1~12) only.)
23,An-ar-08,Education,Arabic (Algeria),"¿Cuántas horas al día suelen pasar los estudiantes en la preparatoria en México? (Proporcione números arábigos en enteros (0~24), sin ningún punto decimal.)","How many hours a day do students in Mexico usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)"
24,An-ar-09,Education,Arabic (Algeria),"¿Cuántos idiomas estudian los estudiantes de preparatoria en México? (Proporciona solo números arábigos, por ejemplo, 5.)","How many languages do students study at high school in Mexico? (Provide Arabic numerals (e.g., 5) only.)"
25,An-ar-34,Sport,Arabic (Algeria),¿Cuál es el deporte de equipo más popular que se juega en las escuelas en México?,What is the most popular sport played in a team at school in Mexico?
26,An-ar-35,Sport,Arabic (Algeria),¿Quién es el comentarista deportivo más popular en México?,Who is the most popular sport commentator in Mexico?
27,An-ar-36,Sport,Arabic (Algeria),¿Cuál es el equipo deportivo más popular en México?,What is the most popular sport team in Mexico?
28,An-ar-43,Sport,Arabic (Algeria),¿Cuáles son los lugares comunes o establecimientos donde las personas en México suelen reunirse para ver transmisiones deportivas?,What are the common places or venues where individuals in Mexico usually gather to watch sports broadcasts?
29,Ca-sp-05,Food,Spanish (Spain),"¿Cuántas comidas al día suelen tener las personas de México? (Proporciona solo números arábigos (por ejemplo, 5).)","How many meals per day do people from Mexico usually have? (Provide Arabic numerals (e.g., 5) only.)"
30,Ca-sp-06,Food,Spanish (Spain),¿Cuál es la comida más importante del día para la gente de México?,Which is the most important meal of the day to people from Mexico?
31,Ca-sp-08,Food,Spanish (Spain),¿Cuál es el ingrediente más común utilizado en la dieta mexicana?,What is the most common ingredient used in Mexico's diet?
32,Ca-sp-09,Food,Spanish (Spain),¿Qué suelen comer las personas de México de postre?,What do people from Mexico usually eat for dessert?
33,Ca-sp-11,Food,Spanish (Spain),¿Qué día de la semana la gente suele organizar una comida familiar en México?,Which day of the week do people usually organize a family meal in Mexico?
34,Ca-sp-14,Food,Spanish (Spain),¿Cuál es la bebida caliente más popular en México?,Which is the most popular hot drink in Mexico?
35,Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),¿Qué suelen beber los jóvenes de México en el club nocturno?,What do young people from Mexico usually drink at the night club?
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),¿En qué mes la gente suele tomar vacaciones en México? (Proporcione solo números arábigos (1~12).),At which month do people usually take holidays in Mexico? (Provide Arabic numerals (1~12) only.)
37,Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),¿Qué tradición existe en México para la Nochevieja?,What tradition is there in Mexico for New Year's Eve?
38,Ca-sp-38,Family,Spanish (Spain),¿Cuál es el tipo de casa típico para una familia en México?,Which is the typical type of house for a family in Mexico?
39,Ca-sp-41,Family,Spanish (Spain),¿Dónde suelen vivir los ancianos dependientes en México?,Where do the dependent elderly usually live in Mexico?
40,Ca-sp-42,Family,Spanish (Spain),"¿Cuántas semanas dura la licencia de maternidad para las madres en México? (Proporciona solo números arábigos, por ejemplo, 20.)","How long (in weeks) is Mexico's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
41,Ca-sp-43,Family,Spanish (Spain),"¿Cuánto dura (en semanas) la licencia de paternidad en México para los padres? (Proporciona solo números arábigos (por ejemplo, 20).)","How long (in weeks) is Mexico's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
42,Ca-sp-45,Family,Spanish (Spain),¿Qué tipo de destino se elige comúnmente para unas vacaciones familiares en México?,What type of destination is commonly chosen for a family vacation in Mexico?
43,Gu-ch-05,Sport,Chinese (China),¿Qué deportes prefieren los adultos mayores en México?,What sports do seniors like the most in Mexico?
44,Gu-ch-06,Sport,Chinese (China),¿Qué deportes les gusta jugar más a los hombres en México?,What sports do men like to play the most in Mexico?
45,Gu-ch-07,Sport,Chinese (China),¿Quién es el jugador de baloncesto más famoso en México?,Who is the most famous basketball player in Mexico?
46,Gu-ch-08,Sport,Chinese (China),¿Cuál es el deporte más popular entre los niños en México?,What is the most popular sports among children in Mexico?
47,Gu-ch-09,Sport,Chinese (China),¿Qué deportes les gusta jugar más a las mujeres en México?,What sports do women like to play the most in Mexico?
48,Gu-ch-11,Sport,Chinese (China),¿En qué evento deportivo ha ganado México la mayor cantidad de medallas de oro en los Juegos Olímpicos?,What sports event has Mexico won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),¿Qué deportes prefieren jugar los estudiantes universitarios en México?,What sports do male students in university like to play the most in Mexico?
50,Gu-ch-16,Family,Chinese (China),"¿Cuántas personas hay en una familia en promedio en México? (Proporciona solo números arábigos, por ejemplo, 12.)","How many people are there in a family on average in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),"¿Cuántos hijos suelen tener las parejas en México? (Proporcione solo números arábigos (por ejemplo, 12).)","How many children do couples usually have in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),"¿Cuál es la duración en años de la escuela primaria en México? (Proporcione solo números arábigos (por ejemplo, 12).)","What is the duration of elementary school in years in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),"¿Cuál es la duración en años de la educación obligatoria en México? (Proporcione solo números arábigos (por ejemplo, 12).)","What is the duration of compulsory education in years in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),"¿A partir de qué edad los estudiantes comienzan a aprender su segundo idioma en México? (Proporciona solo números arábigos, por ejemplo, 12.)","From which age do students start learning their second language in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),"¿Cuál es la duración de la educación universitaria en México? (Proporciona solo números arábigos (por ejemplo, 12).)","What is the duration of undergraduate education in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
56,Gu-ch-40,Education,Chinese (China),"¿A qué hora salen de la escuela los alumnos más pequeños de primaria en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do younger elementary school students finish school in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),"¿Cuántos instrumentos musicales suelen tocar los estudiantes de primaria en México? (Proporciona solo números arábigos, por ejemplo, 12.)","How many musical instruments do elementary school students in Mexico typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),¿Qué día de la semana prefieren las personas en México para tener cenas de empresa?,What day of the week do people in Mexico prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),¿Qué región/ciudad tiene el mayor número de empresas financieras en México?,Which region/city has the highest number of financial companies in Mexico?
60,Ji-ko-07,Work life,Korean (South Korea),¿Cuál es la empresa privada más famosa de México?,What is the most famous private company in Mexico?
61,Ji-ko-08,Work life,Korean (South Korea),"¿Cuál es el número máximo de horas que se pueden trabajar por semana en México? (Proporciona solo números arábigos (por ejemplo, 12).)","What is the maximum number of hours one can work per week in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),¿Qué suelen comer las personas durante una reunión de empresa en México?,What do people typically eat during company get-together in Mexico?
63,Ji-ko-14,Work life,Korean (South Korea),¿Cuál es el artículo de exportación representativo de México?,What is the representative export item of Mexico?
64,Ji-ko-15,Work life,Korean (South Korea),"¿Cuánto dura (en horas) el descanso para comer típico en México? (Proporcione solo números arábigos hasta un punto decimal (por ejemplo, 2, 3.5).)","How long (in hours) is the typical lunch break in Mexico? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),¿Dónde se quedan las madres por un cierto período después del parto para recuperarse en México?,Where do mothers stay for a certain period after childbirth for recovery in Mexico?
66,Ji-ko-19,Family,Korean (South Korea),¿Cuál es la flor que más se regala en México en el Día de los Padres?,What is Mexico's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),¿En qué gastan especialmente las personas su primer salario en la sociedad mexicana?,What do people especially spend their first salary on in Mexico's society?
68,Ji-ko-24,Family,Korean (South Korea),¿Cuál es la instalación recreativa preferida por los niños en México?,What is the most preferred recreational facility among children in Mexico?
69,Ji-ko-25,Family,Korean (South Korea),¿Cuáles son las festividades relacionadas con la familia en México?,What are the family-related holidays in Mexico?
70,Ji-ko-26,Family,Korean (South Korea),¿Cuáles son los hitos clave asociados con la independencia de los hijos de sus padres en la sociedad mexicana?,What are the key milestones associated with children's independence from their parents in Mexico's society?
71,Ji-ko-27,Family,Korean (South Korea),¿Cuál es el regalo común que das cuando visitas a los padres ancianos en México?,What is the common gift you give when visiting elderly parents in Mexico?
72,Ji-ko-28,Family,Korean (South Korea),¿Cuál es el primer día que la gente celebra después de que nace un niño en México?,When is the first day that people celebrate after a child is born in Mexico?
73,Ji-ko-29,Family,Korean (South Korea),¿Qué cumpleaños se celebra con mayor pompa en la sociedad mexicana?,Which age's birthday is celebrated the most grandly in Mexico's society?
74,Ji-ko-31,Education,Korean (South Korea),¿Dónde suelen estudiar para los exámenes los estudiantes de secundaria y preparatoria en México?,Where do middle and high school students in Mexico usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),¿A dónde suelen ir los estudiantes de preparatoria en México después de cenar?,Where do high school students in Mexico usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),¿Cómo van a la escuela los estudiantes de primaria en México?,How do elementary school students in Mexico go to school?
77,Ji-ko-35,Education,Korean (South Korea),¿Cuál es la forma más común de educación privada en México?,What is the most common form of private education in Mexico?
78,Ji-ko-36,Education,Korean (South Korea),¿A qué academia de estudio/instituto educativo privado asisten con más frecuencia los estudiantes de secundaria o preparatoria en México?,Which subject’s academy/private educational institute do middle or high students most frequently attend in Mexico?
79,Ji-ko-37,Education,Korean (South Korea),¿Qué tipo de ropa usan los estudiantes de secundaria y preparatoria para ir a la escuela en México?,What type of clothing do middle and high school students wear to school in Mexico?
80,Ji-ko-38,Education,Korean (South Korea),¿Qué carrera se considera la más difícil para ingresar en México?,Which major is considered the most difficult to gain admission to in Mexico?
81,Ji-ko-39,Education,Korean (South Korea),¿Cuál es el instrumento musical más comúnmente aprendido por los estudiantes de primaria en México?,What is the most commonly learned musical instrument by elementary school students in Mexico?
82,Ji-ko-40,Education,Korean (South Korea),¿Qué suelen hacer los estudiantes de preparatoria durante el recreo en las escuelas de México?,What do high school students typically do during break time in schools in Mexico?
83,Ji-ko-41,Education,Korean (South Korea),¿Qué tipo de zapatos usan los estudiantes en las escuelas en México?,What kind of shoes do students wear in schools in Mexico?
84,Ji-ko-42,Education,Korean (South Korea),¿Cuáles son las materias requeridas en el examen de ingreso a la universidad en México?,What are the required subjects in Mexico's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),¿Qué región (dentro de una ciudad) en México tiene el mayor fervor académico?,Which region (within a city) in Mexico has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),¿Qué es lo que más esperan las personas de los festivales universitarios en México?,What do people look forward to the most at university festivals in Mexico?
87,Jo-sp-01,Sport,Spanish (Spain),¿Cuál es el segundo deporte más popular en México?,What is the second most popular sport in Mexico?
88,Jo-sp-02,Sport,Spanish (Spain),¿Cuál es el deporte más popular jugado sin una pelota en México?,What is the most popular sport played without a ball in Mexico?
89,Jo-sp-09,Sport,Spanish (Spain),¿Qué deportes están más asociados con la clase alta en México?,What sports are most associated with the upper class in Mexico?
90,Jo-sp-13,Sport,Spanish (Spain),¿Cuál es el deporte acuático más popular en México?,What is the most popular water sport in Mexico?
91,Jo-sp-14,Sport,Spanish (Spain),¿Cuál es el deporte mental más popular en México?,What is the most popular mental sport in Mexico?
92,Jo-sp-18,Work life,Spanish (Spain),"¿Cuántos días de vacaciones por año recibe un trabajador estándar en México? (Proporcione solo números arábigos (por ejemplo, 12).)","How many holiday days per year does a standard worker gets in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),¿Qué región de México ha estado tradicionalmente asociada con la agricultura?,What region in Mexico has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"¿A qué hora, si es que la hay, la gente suele salir del trabajo para ir a comer en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"¿A qué hora suelen salir los estudiantes de preparatoria de la escuela en México? (Proporcionar en formato HH:MM, por ejemplo, 18:00, 09:00).","What time do high school students tend to leave school in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),¿Qué deporte suelen practicar los alumnos de primaria en las escuelas de México?,What sport do elementary school students tend to practice at school in Mexico?
97,Jo-sp-36,Education,Spanish (Spain),"¿Cuántas semanas duran las vacaciones de verano en las escuelas primarias de México? (Proporcionar solo en números arábigos (por ejemplo, 7, 8).)","How long (in weeks) are summer vacations at elementary schools in Mexico? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),"¿Cuántas semanas duran las vacaciones de verano en las universidades de México? (Proporcionar solo en números arábigos (por ejemplo, 7, 8).)","How long (in weeks) are summer vacations at universities in Mexico? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),"¿A qué edad comienza la educación primaria en México? (Proporcionar solo en números arábigos (por ejemplo, 7, 8).)","At what age does elementary education begin in Mexico? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),"¿Cuántos idiomas se estudian en la educación primaria además del idioma oficial de México? (Proporcionar solo en números arábigos, por ejemplo, 7, 8.)","How many languages are studied in elementary education besides Mexico's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),¿Qué utensilios de comida se usan comúnmente en México?,What eating utensils do people commonly used in Mexico?
102,Jod-ch-04,Food,Chinese (China),¿Qué bebida sin alcohol les gusta tomar a las personas en México?,What soft drink do people in Mexico like to have?
103,Jod-ch-06,Food,Chinese (China),¿Cuál es el alcohol tradicional más popular en México?,What is the most popular traditional alcohol in Mexico?
104,Jod-ch-07,Food,Chinese (China),"¿Cuánto tiempo (en horas) en promedio tardan las personas en México en cenar en un restaurante? (Proporcione solo números arábigos hasta un punto decimal (por ejemplo, 2, 3.5).)","How long (in hours) on average does it take for people in Mexico to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"¿A qué hora suelen cenar las personas en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time do people usually have dinner in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),¿Qué tipo de sopa les gusta tomar a las personas de México?,What kind of soup do people from Mexico like to have?
107,Jod-ch-13,Food,Chinese (China),¿Qué comida callejera les gusta comer a las personas de México?,What street food do people from Mexico like to eat?
108,Jod-ch-15,Food,Chinese (China),¿Qué tipo de mariscos les gusta comer a las personas de México?,What kind of seafood do people from Mexico like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es el festival más grande de México?,What is the biggest festival in Mexico?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es el transporte público más utilizado por las personas al viajar entre ciudades en México?,What is the most commonly used public transport by people when travelling between cites in Mexico?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),¿Cuáles son las decoraciones o símbolos específicos asociados con el festival más grande de México?,What are the specific decorations or symbols associated with the most biggest festival in Mexico?
112,Jod-ch-37,Sport,Chinese (China),¿Qué deportes les gusta ver más a las mujeres en México?,What sports do women like to watch the most in Mexico?
113,Jod-ch-38,Sport,Chinese (China),¿Qué deportes les gusta ver más a los hombres en México?,What sports do men like to watch the most in Mexico?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es la actividad de ocio común en la que participan las mujeres de 20 años en México?,What is the common leisure activity that females in their 20s in Mexico engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),¿Cuál es la actividad de ocio común en la que participan los hombres en sus 20s en México?,What is the common leisure activity that males in their 20s in Mexico engage in?
116,Jod-ch-46,Work life,Chinese (China),"¿Cuánto tiempo (en horas) suele tomar la gente una pausa después de comer durante un día entre semana en México? (Proporcione solo números arábigos hasta un punto decimal (por ejemplo, 2, 3.5).)","How long (in hours) do people usually take a break after lunch on a weekday in Mexico? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),¿Qué comen las personas para el almuerzo durante los días laborales en México?,What do people eat for lunch during the working days in Mexico?
118,Jod-ch-50,Work life,Chinese (China),"¿Cuál es el tiempo promedio de traslado (en minutos) para las personas en México? (Proporcione solo números arábigos, por ejemplo, 1.)","What is the average commute time (in minutes) for people in Mexico? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),¿Cuál es el medio de transporte más común que la gente utiliza para ir al trabajo en México?,What is the most common transportation that people take to get to work in Mexico?
120,Jod-ch-54,Work life,Chinese (China),"¿Cuántos días dura la licencia por matrimonio en México? (Proporciona solo números arábigos, por ejemplo, 12.)","How long (in days) is the marriage leave in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),"¿Cuál es la edad típica de jubilación para las mujeres en México? (Proporcione solo números arábigos (por ejemplo, 12).)","What is the typical retirement age for women in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),"¿Cuál es la edad típica de jubilación para los hombres en México? (Proporcione solo números arábigos (por ejemplo, 12).)","What is the typical retirement age for men in Mexico? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),¿Cuál es la profesión más respetada en México?,Which profession is the most respected in Mexico?
124,Jod-ch-60,Work life,Chinese (China),¿Cuál es la duración (en horas) de un día laboral típico en México? (Proporcione únicamente números arábigos (0~24).),What is the duration (in hours) of a typical workday in Mexico? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),¿Cuál es la ocupación más preferida entre las mujeres en México?,Which occupation is most preferred among females in Mexico?
126,Jod-ch-62,Work life,Chinese (China),¿Cuál es la ocupación más preferida entre los hombres en México?,Which occupation is most preferred among males in Mexico?
127,Ki-pe-17,Education,Persian (Iran),"En promedio, ¿hasta qué nivel suelen estudiar los estudiantes en México? (por ejemplo, primaria, secundaria)","On average, how far do students typically pursue their education in Mexico? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),¿Qué idioma se enseña en las escuelas de México además del inglés?,What language is taught in schools in Mexico besides English?
129,Ki-pe-30,Education,Persian (Iran),¿Qué días de la semana están cerradas las escuelas en México?,What days of the week are schools closed in Mexico?
130,Ki-pe-32,Food,Persian (Iran),¿Qué comida suelen preparar los anfitriones para los invitados en México?,What food do the hosts usually prepare for the guests in Mexico?
131,Ki-pe-34,Food,Persian (Iran),¿Cuál es la bebida habitual en el desayuno en México?,What is the usual drink in the breakfast in Mexico?
132,Ki-pe-36,Food,Persian (Iran),"Exceptuando la comida originaria de México, ¿qué comida de qué país es más popular en México?","Except the food original from Mexico, which country's food is more popular in Mexico?"
133,Ki-pe-39,Food,Persian (Iran),¿Qué comida se suele preparar para un picnic familiar en México?,What food is usually prepared for a family picnic in Mexico?
134,Ki-pe-40,Food,Persian (Iran),¿Qué comida de México es considerada asquerosa por el resto del mundo?,Which food from Mexico is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),¿Cuál es el nombre del pan popular en México?,What is the name of the popular bread in Mexico?
136,Ki-pe-51,Work life,Persian (Iran),"¿A qué hora cierran las oficinas de gobierno en México? (Proporcionar en formato HH:MM (por ejemplo, 18:00, 09:00).)","What time of day are government offices closed in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"¿Cuál es el horario de inicio habitual de las oficinas gubernamentales en México? (Proporcionar en formato HH:MM, por ejemplo, 18:00, 09:00).","What is the normal start time of government offices in Mexico? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué día festivo nacional tiene la mayor duración en México?,What national holiday has the longest duration in Mexico?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuáles son las actividades comunes que la gente de México realiza para celebrar el Día de la Independencia?,What are the common activities people from Mexico do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué se instala enfrente de la casa cuando muere un miembro de la familia en México?,What is installed in front of the house when a family member dies in Mexico?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuándo se suele realizar una celebración o ceremonia de embarazo en México?,When is a pregnancy celebration or ceremony usually held in Mexico?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué evento se suele realizar antes de una boda en México?,What event is usually held before a wedding in Mexico?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué se suele compartir con los niños durante el Año Nuevo (Lunar) en México?,What is usually shared to the children during (Lunar) New Year in Mexico?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué actividades se suelen realizar días antes del Ramadán en México?,What activities are usually done days before Ramadan in Mexico?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Cuál es la atracción turística más popular para los visitantes extranjeros en México?,What is the most popular tourist attraction for foreign visitors in Mexico?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"¿Cuáles son los sitios religiosos (templo, iglesia, etc.) más populares para el turismo en México?","What is the most popular religious sites (temple, church, etc.) for tourism in Mexico?"
147,Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),¿Qué ropa suelen usar las mujeres en la ceremonia de graduación en México?,What clothes do women usually wear on graduation commencement ceremony in Mexico?
148,Kik-in-16,Food,Indonesian (Indonesia),¿Qué bebida se consume comúnmente en México cuando el clima está frío?,What drink is commonly consumed in Mexico when the weather is cold?
149,Kik-in-17,Food,Indonesian (Indonesia),¿Qué fruta se vende y se encuentra más comúnmente durante el Ramadán en México?,What fruit is more commonly sold and found during Ramadan in Mexico?
150,Kik-in-24,Food,Indonesian (Indonesia),¿Qué carbohidrato se sirve usualmente con pollo en un restaurante de comida rápida en México?,What carbohydrate is usually served with chicken in a fast-food restaurant in Mexico?
151,Kik-in-31,Sport,Indonesian (Indonesia),¿Cuál es el deporte de artes marciales más famoso en México?,What is the most famous martial art sports in Mexico?
152,Kik-in-34,Sport,Indonesian (Indonesia),¿Qué deportes se transmiten frecuentemente en la televisión nacional en México?,What sports are often broadcasted on national television in Mexico?
153,Kik-in-35,Sport,Indonesian (Indonesia),¿Qué deportes fueron populares entre la gente de México durante la pandemia de COVID-19?,What sports were popular among people from Mexico during the COVID-19 pandemic?
154,Kik-in-36,Sport,Indonesian (Indonesia),¿Quién es el entrenador de fútbol más popular en México?,Who is the most popular soccer coach in Mexico?
155,Kik-in-37,Sport,Indonesian (Indonesia),¿Qué equipos de fútbol en México son famosos por su intensa rivalidad? (p. ej. ___ vs ___),What soccer teams in Mexico are famous for their intense rivalry? (e.g. ___ vs ___)
156,Kik-in-38,Sport,Indonesian (Indonesia),¿Cuáles son los nombres de los aficionados al fútbol en México que son famosos por su intensa rivalidad? (p. ej. ___ vs ___),What are the names of soccer supporters in Mexico who are famous for their intense rivalry? (e.g. ___ vs ___)
157,Kik-in-40,Sport,Indonesian (Indonesia),¿Quién es el jugador de bádminton masculino más famoso en México?,Who is the most famous male badminton player in Mexico?
158,Kik-in-41,Sport,Indonesian (Indonesia),¿Quién es la jugadora de bádminton femenino más famosa en México?,Who is the most famous female badminton player in Mexico?
159,Kik-in-44,Sport,Indonesian (Indonesia),¿Qué deporte recibe más apoyo del gobierno en México?,What sport gets the most support from the government in Mexico?
160,Kik-in-45,Sport,Indonesian (Indonesia),¿Qué instalaciones de campos deportivos suelen estar disponibles en las escuelas de México?,What sports field facilities are usually available at schools in Mexico?
