,ID,Topic,Source,Question,Translation
65,Ji-ko-16,Family,Korean (South Korea),在中国，产妇在生完孩子后为了恢复会在哪里住一段时间？,Where do mothers stay for a certain period after childbirth for recovery in China?
66,Ji-ko-19,Family,Korean (South Korea),在父母亲节日上，中国最常赠送的花是什么？,What is China's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),在中国社会，人们的第一份工资通常会特别花在什么上？,What do people especially spend their first salary on in China's society?
68,Ji-ko-24,Family,Korean (South Korea),在中国，儿童最喜欢的休闲设施是什么？,What is the most preferred recreational facility among children in China?
69,Ji-ko-25,Family,Korean (South Korea),中国有哪些与家庭相关的节日？,What are the family-related holidays in China?
70,Ji-ko-26,Family,Korean (South Korea),在中国社会中，与孩子们从父母那里独立出来相关的关键里程碑是什么？,What are the key milestones associated with children's independence from their parents in China's society?
71,Ji-ko-27,Family,Korean (South Korea),在中国拜访年长的父母时，常见的礼物是什么？,What is the common gift you give when visiting elderly parents in China?
72,Ji-ko-28,Family,Korean (South Korea),在中国，孩子出生后人们庆祝的第一天是什么时候？,When is the first day that people celebrate after a child is born in China?
73,Ji-ko-29,Family,Korean (South Korea),在中国社会中，哪个年龄的生日庆祝得最隆重？,Which age's birthday is celebrated the most grandly in China's society?
74,Ji-ko-31,Education,Korean (South Korea),中国的中学和高中学生通常在哪里复习准备考试？,Where do middle and high school students in China usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),中国的高中生晚饭后通常去哪里？,Where do high school students in China usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),中国的小学生是怎么上学的？,How do elementary school students in China go to school?
77,Ji-ko-35,Education,Korean (South Korea),在中国，最常见的私立教育形式是什么？,What is the most common form of private education in China?
78,Ji-ko-36,Education,Korean (South Korea),在中国，中学或高中学生最常上哪个科目的补习班/私立教育机构？,Which subject’s academy/private educational institute do middle or high students most frequently attend in China?
79,Ji-ko-37,Education,Korean (South Korea),在中国，中学和高中的学生上学通常穿什么样的衣服？,What type of clothing do middle and high school students wear to school in China?
80,Ji-ko-38,Education,Korean (South Korea),在中国，哪个专业在大学里被认为是最难考上的？,Which major is considered the most difficult to gain admission to in China?
81,Ji-ko-39,Education,Korean (South Korea),在中国，小学生最常学习的乐器是什么？,What is the most commonly learned musical instrument by elementary school students in China?
82,Ji-ko-40,Education,Korean (South Korea),在中国的学校里，高中生在课间休息时间通常做些什么？,What do high school students typically do during break time in schools in China?
83,Ji-ko-41,Education,Korean (South Korea),在中国的学校里，学生们通常穿什么样的鞋子？,What kind of shoes do students wear in schools in China?
84,Ji-ko-42,Education,Korean (South Korea),中国的大学入学考试都有哪些必考科目？,What are the required subjects in China's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),中国哪个城市里的哪个区域学术热情最高？,Which region (within a city) in China has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),在中国的大学节日中，人们最期待的是什么？,What do people look forward to the most at university festivals in China?
87,Jo-sp-01,Sport,Spanish (Spain),中国第二大流行的运动是什么？,What is the second most popular sport in China?
88,Jo-sp-02,Sport,Spanish (Spain),在中国，最受欢迎的不需要用球的运动是什么？,What is the most popular sport played without a ball in China?
89,Jo-sp-09,Sport,Spanish (Spain),在中国，哪些运动最常与上层阶级联系在一起？,What sports are most associated with the upper class in China?
90,Jo-sp-13,Sport,Spanish (Spain),在中国最受欢迎的水上运动是什么？,What is the most popular water sport in China?
91,Jo-sp-14,Sport,Spanish (Spain),在中国最受欢迎的智力运动是什么？,What is the most popular mental sport in China?
92,Jo-sp-18,Work life,Spanish (Spain),在中国，工人平均每年有多少天假期？（只提供阿拉伯数字（例如，12）。）,"How many holiday days per year does a standard worker gets in China? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),在中国，哪个地区历史上与农业有关？,What region in China has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"在中国，人们通常什么时间停止工作去吃午饭？（请提供HH:MM格式，例如，18:00, 09:00。）","What time, if any, do people usually leave work for lunch in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"在中国，高中生通常什么时间放学？（请以HH:MM格式提供，例如，18:00, 09:00。）","What time do high school students tend to leave school in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),在中国，小学生通常在学校做什么运动？,What sport do elementary school students tend to practice at school in China?
97,Jo-sp-36,Education,Spanish (Spain),中国小学的暑假有多少周？（只提供阿拉伯数字，例如：7、8。）,"How long (in weeks) are summer vacations at elementary schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),中国的大学暑假有多长时间（以周为单位）？（只提供阿拉伯数字，例如：7、8。）,"How long (in weeks) are summer vacations at universities in China? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),在中国，小学教育从几岁开始？（只提供阿拉伯数字，例如：7、8。）,"At what age does elementary education begin in China? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),在中国的小学教育中，除了官方语言外，还学习多少种语言？（请仅用阿拉伯数字提供，例如：7、8。）,"How many languages are studied in elementary education besides China's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),在中国，人们用餐时通常使用什么餐具？,What eating utensils do people commonly used in China?
102,Jod-ch-04,Food,Chinese (China),中国人喜欢喝什么不含酒精的饮料？,What soft drink do people in China like to have?
103,Jod-ch-06,Food,Chinese (China),中国最受欢迎的传统酒精饮料是什么？,What is the most popular traditional alcohol in China?
104,Jod-ch-07,Food,Chinese (China),在中国，人们在餐厅吃晚饭平均需要多长时间（以小时计）？（只提供阿拉伯数字，保留到一位小数点，例如：2、3.5。）,"How long (in hours) on average does it take for people in China to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"在中国，人们通常什么时间吃晚饭？（请以HH:MM格式提供，例如，18:00, 09:00。）","What time do people usually have dinner in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),中国人喜欢喝什么样的汤？,What kind of soup do people from China like to have?
107,Jod-ch-13,Food,Chinese (China),中国人喜欢吃什么街头小吃？,What street food do people from China like to eat?
108,Jod-ch-15,Food,Chinese (China),中国人喜欢吃什么样的海鲜？,What kind of seafood do people from China like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),中国最大的节日是什么？,What is the biggest festival in China?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),在中国，人们在城市间旅行时最常用的公共交通工具是什么？,What is the most commonly used public transport by people when travelling between cites in China?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),与中国最大的节日相关的具体装饰或符号有哪些？,What are the specific decorations or symbols associated with the most biggest festival in China?
112,Jod-ch-37,Sport,Chinese (China),在中国，女性最喜欢观看哪些体育运动？,What sports do women like to watch the most in China?
113,Jod-ch-38,Sport,Chinese (China),在中国，男性最喜欢观看哪些体育运动？,What sports do men like to watch the most in China?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),中国20多岁的女性通常参加什么休闲活动？,What is the common leisure activity that females in their 20s in China engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),中国20多岁的男性通常参加什么休闲活动？,What is the common leisure activity that males in their 20s in China engage in?
116,Jod-ch-46,Work life,Chinese (China),在中国，人们通常在工作日的午餐后休息多长时间（以小时计）？（只提供阿拉伯数字，保留到一位小数点，例如：2、3.5。）,"How long (in hours) do people usually take a break after lunch on a weekday in China? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),在中国的工作日里，人们午餐通常吃什么？,What do people eat for lunch during the working days in China?
118,Jod-ch-50,Work life,Chinese (China),中国人的平均通勤时间是多少（分钟）？(只提供阿拉伯数字（例如，1）。）,"What is the average commute time (in minutes) for people in China? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),在中国，人们上班最常用的交通工具是什么？,What is the most common transportation that people take to get to work in China?
120,Jod-ch-54,Work life,Chinese (China),中国的婚假有多少天？（只提供阿拉伯数字，例如：12。）,"How long (in days) is the marriage leave in China? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),中国女性的普遍退休年龄是多少？（只提供阿拉伯数字（例如，12）。）,"What is the typical retirement age for women in China? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),中国男性的普遍退休年龄是多少？（只提供阿拉伯数字（例如，12）。）,"What is the typical retirement age for men in China? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),在中国，哪个职业最受尊敬？,Which profession is the most respected in China?
124,Jod-ch-60,Work life,Chinese (China),中国普遍的工作日时长（以小时计）是多少？（仅提供阿拉伯数字（0~24））。,What is the duration (in hours) of a typical workday in China? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),在中国，女性最偏爱的职业是哪个？,Which occupation is most preferred among females in China?
126,Jod-ch-62,Work life,Chinese (China),在中国，男性最偏爱哪种职业？,Which occupation is most preferred among males in China?
127,Ki-pe-17,Education,Persian (Iran),通常情况下，中国人平均受教育程度是什么？（例如，小学、高中）,"On average, how far do students typically pursue their education in China? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),在中国的学校里除了英语之外还教授哪种语言？,What language is taught in schools in China besides English?
129,Ki-pe-30,Education,Persian (Iran),中国的学校一般在星期几休息？,What days of the week are schools closed in China?
130,Ki-pe-32,Food,Persian (Iran),在中国，主人通常为客人准备什么食物？,What food do the hosts usually prepare for the guests in China?
131,Ki-pe-34,Food,Persian (Iran),在中国，早餐通常喝什么饮品？,What is the usual drink in the breakfast in China?
132,Ki-pe-36,Food,Persian (Iran),除了源自中国的食物，哪个国家的食物在中国更受欢迎？,"Except the food original from China, which country's food is more popular in China?"
133,Ki-pe-39,Food,Persian (Iran),在中国，家庭野餐通常准备什么食物？,What food is usually prepared for a family picnic in China?
134,Ki-pe-40,Food,Persian (Iran),哪些来自中国的食物被世界其他地方的人认为是令人厌恶/无法接受的？,Which food from China is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),在中国，比较流行的面包是什么？,What is the name of the popular bread in China?
136,Ki-pe-51,Work life,Persian (Iran),"中国的政府办公室一般什么时间关门？（请提供HH:MM格式，例如，18:00, 09:00。）","What time of day are government offices closed in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"中国政府机关的正常上班时间是什么时候？（请提供HH:MM格式，例如，18:00, 09:00。）","What is the normal start time of government offices in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),中国哪个假期的持续时间最长？,What national holiday has the longest duration in China?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),中国人民庆祝国庆节通常会做哪些活动？,What are the common activities people from China do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国，当家里有人去世时，房子前面会摆放什么？,What is installed in front of the house when a family member dies in China?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国，怀孕庆祝活动或仪式通常在什么时候举行？,When is a pregnancy celebration or ceremony usually held in China?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国，婚礼前通常会举办什么活动？,What event is usually held before a wedding in China?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国的（农历）新年期间，通常会给孩子们分发什么？,What is usually shared to the children during (Lunar) New Year in China?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国，斋月前几天通常会做些什么活动？,What activities are usually done days before Ramadan in China?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国，哪个旅游景点最受外国游客欢迎？,What is the most popular tourist attraction for foreign visitors in China?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国，最受欢迎的宗教旅游景点（寺庙、教堂等）是哪些？,"What is the most popular religious sites (temple, church, etc.) for tourism in China?"
147,Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),在中国的毕业典礼上，女性通常穿什么样的服装？,What clothes do women usually wear on graduation commencement ceremony in China?
148,Kik-in-16,Food,Indonesian (Indonesia),天气冷的时候，中国人通常喝什么饮料？,What drink is commonly consumed in China when the weather is cold?
149,Kik-in-17,Food,Indonesian (Indonesia),在中国，哪种水果更常见在斋月期间售卖？,What fruit is more commonly sold and found during Ramadan in China?
150,Kik-in-24,Food,Indonesian (Indonesia),在中国的快餐店里，通常与鸡肉一起上桌的碳水化合物是什么？,What carbohydrate is usually served with chicken in a fast-food restaurant in China?
151,Kik-in-31,Sport,Indonesian (Indonesia),中国最著名的武术运动是什么？,What is the most famous martial art sports in China?
152,Kik-in-34,Sport,Indonesian (Indonesia),在中国的国家电视台上经常播放哪些体育项目？,What sports are often broadcasted on national television in China?
153,Kik-in-35,Sport,Indonesian (Indonesia),在COVID-19大流行期间，中国人民喜欢哪些运动？,What sports were popular among people from China during the COVID-19 pandemic?
154,Kik-in-36,Sport,Indonesian (Indonesia),谁是中国最受欢迎的足球教练？,Who is the most popular soccer coach in China?
155,Kik-in-37,Sport,Indonesian (Indonesia),中国有哪些足球队因为他们之间的激烈对抗而闻名？（例如 ___ 对 ___）,What soccer teams in China are famous for their intense rivalry? (e.g. ___ vs ___)
156,Kik-in-38,Sport,Indonesian (Indonesia),在中国，哪些足球支持者因其激烈的对抗而闻名？（例如 ___ 对 ___）,What are the names of soccer supporters in China who are famous for their intense rivalry? (e.g. ___ vs ___)
157,Kik-in-40,Sport,Indonesian (Indonesia),中国最著名的男子羽毛球运动员是谁？,Who is the most famous male badminton player in China?
158,Kik-in-41,Sport,Indonesian (Indonesia),中国最著名的女羽毛球运动员是谁？,Who is the most famous female badminton player in China?
159,Kik-in-44,Sport,Indonesian (Indonesia),在中国，哪项运动得到了政府最多的支持？,What sport gets the most support from the government in China?
160,Kik-in-45,Sport,Indonesian (Indonesia),在中国的学校通常有哪些运动场设施？,What sports field facilities are usually available at schools in China?
161,Na-ko-02,Food,Korean (South Korea),中国人最常喜欢的咖啡馆饮品是什么？,What cafe beverage do people from China most commonly enjoy?
162,Na-ko-04,Food,Korean (South Korea),中国人最喜欢的宿醉解酒食物是什么？,What is the preferred hangover cure food for people from China?
163,Na-ko-05,Food,Korean (South Korea),在中国，典型的外卖食物是什么？,What is the typical delivery food in China?
164,Na-ko-07,Food,Korean (South Korea),中国人最常吃的肉类是什么？,What type of meat is consumed most by people from China?
165,Na-ko-08,Food,Korean (South Korea),中国人在秋季常吃什么水果？,What fruit do people from China often eat in the autumn season?
166,Na-ko-09,Food,Korean (South Korea),在中国的餐桌上，最常见的配菜是什么？,What side dish is the most commonly served on a dining table in China?
167,Na-ko-11,Food,Korean (South Korea),中国人在看足球比赛时吃什么？,What do people from China eat while watching a soccer game?
168,Na-ko-15,Food,Korean (South Korea),中国有哪些代表性的滋补食物？,What is the representative nourishing food in China?
169,Na-ko-16,Sport,Korean (South Korea),中国最著名的足球运动员是谁？,Who is the most famous soccer player in China?
170,Na-ko-17,Sport,Korean (South Korea),在中国，男学生在午餐时间喜欢在学校进行什么运动？,What sports do male students enjoy during lunch time at school in China?
171,Na-ko-18,Sport,Korean (South Korea),在中国的体育课上，女生最常参与的运动是什么？,What is the most common sport girls participate in during physical education classes in China?
172,Na-ko-19,Sport,Korean (South Korea),中国最受欢迎的排球运动员是谁？,Who is the most popular volleyball player in China?
173,Na-ko-20,Sport,Korean (South Korea),在国际比赛中，中国人最支持哪项体育赛事？,What sports event do people from China passionately support the most in international competitions?
174,Na-ko-22,Sport,Korean (South Korea),在足球比赛中，哪个国家被认为是中国最大的对手？,Which country is considered the biggest rival in soccer matches for China?
175,Na-ko-23,Sport,Korean (South Korea),在中国，孩子们最常上的体育学院是哪一种？,What type of sports academies do children attend the most in China?
176,Na-ko-24,Sport,Korean (South Korea),在中国的体育场馆里观看比赛时，最常吃的食物是什么？,What is the most commonly eaten food in sports stadiums while watching games in China?
177,Na-ko-25,Sport,Korean (South Korea),在中国学校的运动会上通常会进行哪些体育项目？,What are the typical sports played in China's school sports day?
178,Na-ko-26,Sport,Korean (South Korea),在中国，中年人群中有哪些流行的运动？,What are the popular sports among the middle-aged population in China?
179,Na-ko-28,Sport,Korean (South Korea),谁是中国最受欢迎的冬季运动员？,Who is the most popular winter sports player in China?
180,Na-ko-29,Sport,Korean (South Korea),中国最有名的游泳运动员是谁？,Who is the most famous swimmer in China?
181,Na-ko-30,Sport,Korean (South Korea),中国最受欢迎的电子竞技游戏是什么？,What is the most popular e-sports game in China?
182,Na-ko-33,Holidays/Celebration/Leisure,Korean (South Korea),中国人在（农历）新年期间吃什么具有象征意义的食物？,What symbolic food do people from China eat on (Lunar) New Year?
183,Na-ko-37,Holidays/Celebration/Leisure,Korean (South Korea),对中国人来说，最受欢迎的国内旅游景点是哪里？,What is the most popular domestic vacation spot for people from China?
184,Na-ko-38,Holidays/Celebration/Leisure,Korean (South Korea),在中国，新娘和新郎之间最常见的结婚礼物是什么？,What is the most common wedding gift between bride and groom in China?
185,Na-ko-39,Holidays/Celebration/Leisure,Korean (South Korea),在中国参加朋友的婚礼时，通常会送什么来表示祝贺？,What is typically given as a congratulatory gesture when attending a friend's wedding in China?
186,Na-ko-40,Holidays/Celebration/Leisure,Korean (South Korea),在中国，葬礼通常持续多少天？（只提供阿拉伯数字（例如，12）。）,"How long (in days) does a funeral typically last in China? (Provide Arabic numerals (e.g., 12) only.)"
187,Na-ko-41,Holidays/Celebration/Leisure,Korean (South Korea),在中国参加葬礼时，你应该准备什么作为慰问品？,What should you prepare as a condolence offering when attending a funeral in China?
188,Na-ko-42,Holidays/Celebration/Leisure,Korean (South Korea),在中国的殡仪馆通常提供什么类型的食物？,What type of food is commonly provided at funeral parlors in China?
