,ID,Topic,Source,Question,Translation
43,Gu-ch-05,Sport,Chinese (China),Azərbaycanda yaşlılar ən çox hansı idman növlərini xoşlayırlar?,What sports do seniors like the most in Azerbaijan?
44,Gu-ch-06,Sport,Chinese (China),Azərbaycanda kişilər ən çox hansı idman növləri ilə məşğul olmağı xoşlayırlar?,What sports do men like to play the most in Azerbaijan?
45,Gu-ch-07,Sport,Chinese (China),Azərbaycanda ən məşhur basketbolçu kimdir?,Who is the most famous basketball player in Azerbaijan?
46,Gu-ch-08,Sport,Chinese (China),Azərbaycanda uşaqlar arasında ən populyar idman növü hansıdır?,What is the most popular sports among children in Azerbaijan?
47,Gu-ch-09,Sport,Chinese (China),Azərbaycanda qadınlar ən çox hansı idman növləri ilə məşğul olmağı xoşlayırlar?,What sports do women like to play the most in Azerbaijan?
48,Gu-ch-11,Sport,Chinese (China),Azərbaycan Olimpiadada ən çox qızıl medalı hansı idman yarışında qazanıb?,What sports event has Azerbaijan won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),Azərbaycanda universitetdə tələbə oğlanlar ən çox hansı idman növlərini oynamağı xoşlayırlar?,What sports do male students in university like to play the most in Azerbaijan?
50,Gu-ch-16,Family,Chinese (China),"Azərbaycanda bir ailədə orta hesabla neçə nəfər var? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","How many people are there in a family on average in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),"Azərbaycanda cütlüklərin adətən neçə uşağı olur? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","How many children do couples usually have in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),"Azərbaycanda ibtidai məktəbdə təhsil müddəti neçə ildir? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","What is the duration of elementary school in years in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),"Azərbaycanda məcburi təhsilin müddəti neçə ildir? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","What is the duration of compulsory education in years in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),"Azərbaycanda şagirdlər ikinci dili neçə yaşından öyrənməyə başlayırlar? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","From which age do students start learning their second language in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),"Azərbaycanda bakalavr təhsilinin müddəti nə qədərdir? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","What is the duration of undergraduate education in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
56,Gu-ch-40,Education,Chinese (China),"Azərbaycanda kiçik yaşlı ibtidai sinif şagirdləri məktəbi nə vaxt bitirirlər? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)","What time do younger elementary school students finish school in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),"Azərbaycanda ibtidai məktəb şagirdləri adətən neçə müxtəlif musiqi aləti çalırlar? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","How many musical instruments do elementary school students in Azerbaijan typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),Azərbaycanda insanlar həftənin hansı günü şirkətlə şam yeməyinə üstünlük verirlər?,What day of the week do people in Azerbaijan prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),Azərbaycanda maliyyə şirkətləri ən çox hansı rayonda/şəhərdə var?,Which region/city has the highest number of financial companies in Azerbaijan?
60,Ji-ko-07,Work life,Korean (South Korea),Azərbaycanda ən məşhur özəl şirkət hansıdır?,What is the most famous private company in Azerbaijan?
61,Ji-ko-08,Work life,Korean (South Korea),"Azərbaycanda həftədə maksimum neçə saat işləmək olar? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","What is the maximum number of hours one can work per week in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),Azərbaycanda şirkət toplantıları zamanı insanlar adətən nə yeyirlər?,What do people typically eat during company get-together in Azerbaijan?
63,Ji-ko-14,Work life,Korean (South Korea),Azərbaycanın təmsil etdiyi ixrac məhsulu nədir?,What is the representative export item of Azerbaijan?
64,Ji-ko-15,Work life,Korean (South Korea),"Azərbaycanda tipik nahar fasiləsi neçə saatdır? (Yalnız bir ondalıq nöqtəyə qədər Ərəb rəqəmləri verin (məsələn, 2, 3.5).)","How long (in hours) is the typical lunch break in Azerbaijan? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),Azərbaycanda analar doğuşdan sonra sağalmaq üçün müəyyən müddət harada qalırlar?,Where do mothers stay for a certain period after childbirth for recovery in Azerbaijan?
66,Ji-ko-19,Family,Korean (South Korea),Valideynlər Günündə Azərbaycanda ən çox hansı gül verilir?,What is Azerbaijan's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),Azərbaycan cəmiyyətində insanlar ilk maaşlarını xüsusilə nəyə xərcləyirlər?,What do people especially spend their first salary on in Azerbaijan's society?
68,Ji-ko-24,Family,Korean (South Korea),Azərbaycanda uşaqlar arasında ən çox üstünlük verilən istirahət mərkəzi hansıdır?,What is the most preferred recreational facility among children in Azerbaijan?
69,Ji-ko-25,Family,Korean (South Korea),Azərbaycanda ailə ilə bağlı hansı bayramlar var?,What are the family-related holidays in Azerbaijan?
70,Ji-ko-26,Family,Korean (South Korea),Azərbaycan cəmiyyətində uşaqların valideynlərindən müstəqilliyi ilə əlaqədar əsas mərhələlər nələrdir?,What are the key milestones associated with children's independence from their parents in Azerbaijan's society?
71,Ji-ko-27,Family,Korean (South Korea),Azərbaycanda yaşlı valideynləri ziyarət edərkən adətən nə hədiyyə verilir?,What is the common gift you give when visiting elderly parents in Azerbaijan?
72,Ji-ko-28,Family,Korean (South Korea),Azərbaycanda uşaq doğulduqdan sonra insanların bayram etdiyi ilk gün nə vaxtdır?,When is the first day that people celebrate after a child is born in Azerbaijan?
73,Ji-ko-29,Family,Korean (South Korea),Azərbaycan cəmiyyətində hansı yaşın ad günü ən təntəli şəkildqeyd olunur?,Which age's birthday is celebrated the most grandly in Azerbaijan's society?
74,Ji-ko-31,Education,Korean (South Korea),Azərbaycanda orta və ali məktəb şagirdləri adətən imtahanlara harada hazırlaşırlar?,Where do middle and high school students in Azerbaijan usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),Azərbaycanda orta məktəb şagirdləri nahardan sonra adətən hara gedirlər?,Where do high school students in Azerbaijan usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),Azərbaycanda ibtidai məktəb şagirdləri məktəbə necə gedirlər?,How do elementary school students in Azerbaijan go to school?
77,Ji-ko-35,Education,Korean (South Korea),Azərbaycanda özəl təhsilin ən çox yayılmış forması hansıdır?,What is the most common form of private education in Azerbaijan?
78,Ji-ko-36,Education,Korean (South Korea),Azərbaycanda orta və ya ali məktəb şagirdləri ən çox hansı fənn akademiyasına/və ya xüsusi təhsil müəssisəsinə qatılırlar?,Which subject’s academy/private educational institute do middle or high students most frequently attend in Azerbaijan?
79,Ji-ko-37,Education,Korean (South Korea),Azərbaycanda orta və yuxarı sinif şagirdləri məktəbə hansı geyimdə gedirlər?,What type of clothing do middle and high school students wear to school in Azerbaijan?
80,Ji-ko-38,Education,Korean (South Korea),Azərbaycanda hansı ixtisasın qəbulu ən çətin hesab olunur?,Which major is considered the most difficult to gain admission to in Azerbaijan?
81,Ji-ko-39,Education,Korean (South Korea),Azərbaycanda ibtidai sinif şagirdlərinin ən çox öyrəndiyi musiqi aləti hansıdır?,What is the most commonly learned musical instrument by elementary school students in Azerbaijan?
82,Ji-ko-40,Education,Korean (South Korea),Azərbaycandakı məktəblərdə orta məktəb şagirdləri adətən fasilə vaxtında nə işlə məşğul olurlar?,What do high school students typically do during break time in schools in Azerbaijan?
83,Ji-ko-41,Education,Korean (South Korea),Azərbaycan məktəblərində şagirdlər nə cür ayaqqabılar geyinirlər?,What kind of shoes do students wear in schools in Azerbaijan?
84,Ji-ko-42,Education,Korean (South Korea),Azərbaycanda ali məktəblərə qəbul imtahanında hansı fənlər tələb olunur?,What are the required subjects in Azerbaijan's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),Azərbaycanın hansı bölgəsində (şəhər daxilində) akademik həvəs daha yüksəkdir?,Which region (within a city) in Azerbaijan has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),Azərbaycanda keçirilən universitet festivallarında insanlar ən çox nəyi gözləyirlər?,What do people look forward to the most at university festivals in Azerbaijan?
87,Jo-sp-01,Sport,Spanish (Spain),Azərbaycanda ikinci ən populyar idman növü hansıdır?,What is the second most popular sport in Azerbaijan?
88,Jo-sp-02,Sport,Spanish (Spain),Azərbaycanda topsuz oynanılan ən populyar idman növü hansıdır?,What is the most popular sport played without a ball in Azerbaijan?
89,Jo-sp-09,Sport,Spanish (Spain),Azərbaycanda hansı idman növləri yuxarı təbəqə ilə daha çox əlaqələndirilir?,What sports are most associated with the upper class in Azerbaijan?
90,Jo-sp-13,Sport,Spanish (Spain),Azərbaycanda ən populyar su idman növü hansıdır?,What is the most popular water sport in Azerbaijan?
91,Jo-sp-14,Sport,Spanish (Spain),Azərbaycanda ən populyar zehni idman növü hansıdır?,What is the most popular mental sport in Azerbaijan?
92,Jo-sp-18,Work life,Spanish (Spain),"Azərbaycanda standart bir işçi il ərzində neçə gün tətil alır? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","How many holiday days per year does a standard worker gets in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),Azərbaycanda hansı bölgə ənənəvi olaraq kənd təsərrüfatı ilə əlaqələndirilir?,What region in Azerbaijan has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"Əgər varsa, Azərbaycanda insanlar adətən nə vaxt, işdən nahar üçün çıxırlar? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"Azərbaycanda orta məktəb şagirdləri adətən məktəbi nə vaxt tərk edirlər? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)","What time do high school students tend to leave school in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),Azərbaycanda ibtidai məktəb şagirdləri məktəbdə əsasən hansı idman növü ilə məşğul olurlar?,What sport do elementary school students tend to practice at school in Azerbaijan?
97,Jo-sp-36,Education,Spanish (Spain),"Azərbaycanda ibtidai məktəblərdə yay tətili neçə həftədir? (Yalnız Ərəb rəqəmləri ilə (məsələn, 7, 8) verin.)","How long (in weeks) are summer vacations at elementary schools in Azerbaijan? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),"Azərbaycandakı universitetlərdə yay tətili neçə həftədir? (Yalnız Ərəb rəqəmləri ilə (məsələn, 7, 8) verin.)","How long (in weeks) are summer vacations at universities in Azerbaijan? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),"Azərbaycanda ibtidai təhsil neçə yaşında başlayır? (Yalnız Ərəb rəqəmləri ilə (məsələn, 7, 8) verin.)","At what age does elementary education begin in Azerbaijan? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),"Azərbaycanın rəsmi dilindən başqa, ibtidai təhsildə neçə dil öyrənilir? (Yalnız Ərəb rəqəmləri ilə (məsələn, 7, 8) verin.)","How many languages are studied in elementary education besides Azerbaijan's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),Azərbaycanda insanlar adətən hansı yemək alətlərindən istifadə edirlər?,What eating utensils do people commonly used in Azerbaijan?
102,Jod-ch-04,Food,Chinese (China),Azərbaycanda insanlar hansı qazlı içkiləri xoşlayırlar?,What soft drink do people in Azerbaijan like to have?
103,Jod-ch-06,Food,Chinese (China),Azərbaycanda ən məşhur ənənəvi spirtli içki hansıdır?,What is the most popular traditional alcohol in Azerbaijan?
104,Jod-ch-07,Food,Chinese (China),"Azərbaycanda insanların restoranda nahar etmələri orta hesabla neçə saat çəkir? (Yalnız bir ondalıq nöqtəyə qədər Ərəb rəqəmləri (məsələn, 2, 3.5) göstərin.)","How long (in hours) on average does it take for people in Azerbaijan to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"Azərbaycanda insanlar adətən nə vaxt nahar edirlər? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)","What time do people usually have dinner in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),Azərbaycan insanları hansı növ şorba içməyi xoşlayırlar?,What kind of soup do people from Azerbaijan like to have?
107,Jod-ch-13,Food,Chinese (China),Azərbaycanlılar küçə yeməklərindən nə yeməyi xoşlayırlar?,What street food do people from Azerbaijan like to eat?
108,Jod-ch-15,Food,Chinese (China),Azərbaycanlılar hansı növ dəniz məhsullarını yeməyi xoşlayırlar?,What kind of seafood do people from Azerbaijan like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),Azərbaycanda ən böyük festival hansıdır?,What is the biggest festival in Azerbaijan?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),Azərbaycanda şəhərlərarası səyahət zamanı insanlar tərəfindən ən çox istifadə olunan ictimai nəqliyyat vasitəsi hansıdır?,What is the most commonly used public transport by people when travelling between cites in Azerbaijan?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),Azərbaycanın ən böyük festivalı ilə bağlı hansı xüsusi dekorasiyalar və ya simvollar var?,What are the specific decorations or symbols associated with the most biggest festival in Azerbaijan?
112,Jod-ch-37,Sport,Chinese (China),Azərbaycanda qadınlar ən çox hansı idman növlərini izləməyi xoşlayırlar?,What sports do women like to watch the most in Azerbaijan?
113,Jod-ch-38,Sport,Chinese (China),Azərbaycanda kişilər ən çox hansı idman növlərini izləməyi xoşlayırlar?,What sports do men like to watch the most in Azerbaijan?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),Azərbaycanda 20 yaşlarında olan qadınların ümumi asudə vaxtları hansı fəaliyyətlə məşğul olur?,What is the common leisure activity that females in their 20s in Azerbaijan engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),Azərbaycanda 20 yaşlarında olan kişilərin ümumi asudə vaxtları hansı fəaliyyətlə məşğul olur?,What is the common leisure activity that males in their 20s in Azerbaijan engage in?
116,Jod-ch-46,Work life,Chinese (China),"Azərbaycanda bir iş günü nahardan sonra insanlar adətən nə qədər (saatlarla) fasilə götürürlər? (Yalnız bir onluq nöqtəyə qədər ərəb rəqəmlərini təqdim edin (məsələn, 2, 3.5).)","How long (in hours) do people usually take a break after lunch on a weekday in Azerbaijan? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),Azərbaycanda iş günlərində insanlar naharda nə yeyirlər?,What do people eat for lunch during the working days in Azerbaijan?
118,Jod-ch-50,Work life,Chinese (China),"Azərbaycanda insanların orta gediş vaxtı (dəqiqələrlə) nə qədərdir? (Yalnız ərəb rəqəmləri (məsələn, 1) göstərin.)","What is the average commute time (in minutes) for people in Azerbaijan? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),Azərbaycanda insanların işə getməsi üçün ən çox istifadə etdikləri nəqliyyat vasitəsi hansıdır?,What is the most common transportation that people take to get to work in Azerbaijan?
120,Jod-ch-54,Work life,Chinese (China),"Azərbaycanda nikah məzuniyyəti neçə gün davam edir? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","How long (in days) is the marriage leave in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),"Azərbaycanda qadınlar üçün tipik təqaüd yaşı neçədir? (Yalnız ərəb rəqəmləri (məsələn, 12) göstərin.)","What is the typical retirement age for women in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),"Azərbaycanda kişilər üçün tipik təqaüd yaşı neçədir? (Yalnız ərəb rəqəmləri (məsələn, 12) verin.)","What is the typical retirement age for men in Azerbaijan? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),Azərbaycanda hansı peşə ən çox hörmət edilir?,Which profession is the most respected in Azerbaijan?
124,Jod-ch-60,Work life,Chinese (China),Azərbaycanda tipik iş gününün müddəti (saatla) nə qədərdir? (Yalnız ərəb rəqəmləri (0~24) verin.),What is the duration (in hours) of a typical workday in Azerbaijan? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),Azərbaycanda qadınlar arasında ən çox üstünlük verilən peşə hansıdır?,Which occupation is most preferred among females in Azerbaijan?
126,Jod-ch-62,Work life,Chinese (China),Azərbaycanda kişilər arasında ən çox üstünlük verilən peşə hansıdır?,Which occupation is most preferred among males in Azerbaijan?
127,Ki-pe-17,Education,Persian (Iran),"Ortalama olaraq, Azərbaycanda tələbələr təhsillərini adətən nə qədər davam etdirirlər? (məsələn, ibtidai, orta məktəb)","On average, how far do students typically pursue their education in Azerbaijan? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),Azərbaycanda məktəblərdə ingilis dilindən başqa hansı dillər tədris edilir?,What language is taught in schools in Azerbaijan besides English?
129,Ki-pe-30,Education,Persian (Iran),Azərbaycanda məktəblər həftənin hansı günlərində bağlıdır?,What days of the week are schools closed in Azerbaijan?
130,Ki-pe-32,Food,Persian (Iran),Azərbaycanda ev sahibləri qonaqlar üçün adətən hansı yeməkləri hazırlayırlar?,What food do the hosts usually prepare for the guests in Azerbaijan?
131,Ki-pe-34,Food,Persian (Iran),Azərbaycanda səhər yeməyində adətən nə içilir?,What is the usual drink in the breakfast in Azerbaijan?
132,Ki-pe-36,Food,Persian (Iran),"Azərbaycandan olan yeməklərdən başqa, hansı ölkənin yeməyi Azərbaycanda daha populyardır?","Except the food original from Azerbaijan, which country's food is more popular in Azerbaijan?"
133,Ki-pe-39,Food,Persian (Iran),Azərbaycanda ailə pikniki üçün adətən hansı yeməklər hazırlanır?,What food is usually prepared for a family picnic in Azerbaijan?
134,Ki-pe-40,Food,Persian (Iran),Azərbaycanın hansı yeməyi bütün dünya tərəfindən iyrənc hesab olunur?,Which food from Azerbaijan is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),Azərbaycanda məşhur çörəyin adı nədir?,What is the name of the popular bread in Azerbaijan?
136,Ki-pe-51,Work life,Persian (Iran),"Azərbaycanda dövlət qurumlarının iş vaxtı nə vaxt bitir? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)","What time of day are government offices closed in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"Azərbaycanda dövlət qurumlarının normal iş başlama vaxtı nə zamandır? (HH:MM formatında təqdim edin (məsələn, 18:00, 09:00).)","What is the normal start time of government offices in Azerbaijan? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
