,ID,Topic,Source,Question,Translation
105,Jod-ch-09,Food,Chinese (China),"북한에서 사람들은 보통 몇 시에 저녁을 먹나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","What time do people usually have dinner in North Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),북한 사람들은 어떤 국을 좋아 하나요?,What kind of soup do people from North Korea like to have?
107,Jod-ch-13,Food,Chinese (China),북한 사람들은 어떤 거리 음식을 좋아 하나요?,What street food do people from North Korea like to eat?
108,Jod-ch-15,Food,Chinese (China),북한 사람들은 어떤 수산물을 좋아 하나요?,What kind of seafood do people from North Korea like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),북한에서 가장 큰 축제는 무엇인가요?,What is the biggest festival in North Korea?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),북한에서 사람들이 다른 도시로 갈 때 가장 많이 이용하는 대중교통은 무엇입니까?,What is the most commonly used public transport by people when travelling between cites in North Korea?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),북한에서 가장 큰 행사축제 때 하는 특별한 장식이나 상징은 무엇인가요?,What are the specific decorations or symbols associated with the most biggest festival in North Korea?
112,Jod-ch-37,Sport,Chinese (China),북한에서 녀성들이 가장 보기 좋아 하는 체육경기는 무엇인가요?,What sports do women like to watch the most in North Korea?
113,Jod-ch-38,Sport,Chinese (China),북한에서 남성들이 가장 보기 좋아 하는 체육경기는 무엇인가요?,What sports do men like to watch the most in North Korea?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),북한의 20대 녀자들이 주로 하는 활동은 무엇인가요?,What is the common leisure activity that females in their 20s in North Korea engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),북한의 20대 남자들이 주로 하는 활동은 무엇인가요?,What is the common leisure activity that males in their 20s in North Korea engage in?
116,Jod-ch-46,Work life,Chinese (China),"북한에서 점심 식사 후 보통 몇 시간 동안 휴식을 하나요? (아라비아 숫자로 소수점 한 자리까지(예: 2, 3.5)만 제공해 주세요.)","How long (in hours) do people usually take a break after lunch on a weekday in North Korea? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),북한에서 사람들은 근로일에 점심으로 무엇을 먹나요?,What do people eat for lunch during the working days in North Korea?
118,Jod-ch-50,Work life,Chinese (China),북한 사람들의 평균 출근 시간은 몇 분인가요? (아라비아 숫자(예: 1)만 기재해 주세요.),"What is the average commute time (in minutes) for people in North Korea? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),북한에서 사람들이 출근할 때 가장 많이 타는 차는 무엇인가요?,What is the most common transportation that people take to get to work in North Korea?
120,Jod-ch-54,Work life,Chinese (China),북한의 결혼 휴가는 며칠입니까? (아라비아 숫자(예: 12)로만 기재해 주세요.),"How long (in days) is the marriage leave in North Korea? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),북한 녀성의 년로보장 나이는 몇 살입니까? (아라비아 숫자(예: 12)만 기재해 주세요.),"What is the typical retirement age for women in North Korea? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),북한 남성의 년로보장 나이는 몇 살입니까? (아라비아 숫자(예: 12)만 기재해 주세요.),"What is the typical retirement age for men in North Korea? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),북한에서 가장 존경하는 직업은 무엇입니까?,Which profession is the most respected in North Korea?
124,Jod-ch-60,Work life,Chinese (China),북한 사람들의 하루 평균 로동시간은 몇 시간인가요? (아라비아 숫자(0~24)만 기재해 주세요.),What is the duration (in hours) of a typical workday in North Korea? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),북한 녀성들이 가장 좋아 하는 직업은 무엇입니까?,Which occupation is most preferred among females in North Korea?
126,Jod-ch-62,Work life,Chinese (China),북한 남자들이 가장 좋아 하는 직업은 무엇입니까?,Which occupation is most preferred among males in North Korea?
127,Ki-pe-17,Education,Persian (Iran),"평균적으로 북한 학생들은 보통 어느 정도까지 교육을 받나요? (예: 소학교, 고급중학교)","On average, how far do students typically pursue their education in North Korea? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),북한의 학교에서 학생들은 영어 외에 어떤 외국어를 배우나요?,What language is taught in schools in North Korea besides English?
129,Ki-pe-30,Education,Persian (Iran),북한의 학교는 어느 요일에 휴식하나요?,What days of the week are schools closed in North Korea?
130,Ki-pe-32,Food,Persian (Iran),북한에서 보통 손님들을 위해 어떤 음식을 하나요?,What food do the hosts usually prepare for the guests in North Korea?
131,Ki-pe-34,Food,Persian (Iran),북한의 아침 식사에서 보통 무엇을 마시나요?,What is the usual drink in the breakfast in North Korea?
132,Ki-pe-36,Food,Persian (Iran),"북한 음식을 제외하고, 북한에서 어느 나라 음식을 아주 좋아 하나요?","Except the food original from North Korea, which country's food is more popular in North Korea?"
133,Ki-pe-39,Food,Persian (Iran),북한에서 가족 원족에 보통 어떤 음식을 준비하나요?,What food is usually prepared for a family picnic in North Korea?
134,Ki-pe-40,Food,Persian (Iran),북한의 어떤 음식을 다른 나라 사람들이 징그럽게 여기나요?,Which food from North Korea is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),북한 사람들은 어떤 빵을 많이 좋아 하나요?,What is the name of the popular bread in North Korea?
136,Ki-pe-51,Work life,Persian (Iran),"북한의 국가 기관은 주로 몇 시에 문을 닫나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요)","What time of day are government offices closed in North Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"북한 국가 기관은 주로 몇 시에 문을 여나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","What is the normal start time of government offices in North Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한에서 가장 기간이 긴 국가명절은 무엇인가요?,What national holiday has the longest duration in North Korea?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한의 8.15해방을 경축하기 위해 사람들이 많이 하는 행사는 무엇인가요?,What are the common activities people from North Korea do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한에서는 가족 식구가 사망했을 때 집 앞에 무엇을 설치하나요?,What is installed in front of the house when a family member dies in North Korea?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한에서 임신 축하 행사/파티는 보통 언제 하나요?,When is a pregnancy celebration or ceremony usually held in North Korea?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한에서는 결혼식 전에 주로 하는 행사는 무엇인가요?,What event is usually held before a wedding in North Korea?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한에서는 설날에 무엇을 아이들에게 주나요?,What is usually shared to the children during (Lunar) New Year in North Korea?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한 사람들은 이슬람교의 단식날이 시작되기 며칠 전부터 주로 어떤 걸 하나요?,What activities are usually done days before Ramadan in North Korea?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한을 방문하는 외국인 관광객에게 가장 인기 있는 관광명승지는 어디입니까?,What is the most popular tourist attraction for foreign visitors in North Korea?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"북한에서 종교적 장소(절, 교회 등) 중 관광명승지로 가장 이름 있는 곳은 어디인가요?","What is the most popular religious sites (temple, church, etc.) for tourism in North Korea?"
147,Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),북한에서 여성들은 보통 졸업식에 어떤 옷을 입나요?,What clothes do women usually wear on graduation commencement ceremony in North Korea?
148,Kik-in-16,Food,Indonesian (Indonesia),날씨가 추울 때 북한에서 많이 마시는 청량음료는 무엇인가요?,What drink is commonly consumed in North Korea when the weather is cold?
149,Kik-in-17,Food,Indonesian (Indonesia),북한에서 이슬람교 금식 기간에 더 많이 팔리고 흔히 보이는 과일은 무엇인가요?,What fruit is more commonly sold and found during Ramadan in North Korea?
150,Kik-in-24,Food,Indonesian (Indonesia),북한의 즉석음식 식당에서 닭튀기와 함께 주로 나오는 탄수화물은 무엇인가요?,What carbohydrate is usually served with chicken in a fast-food restaurant in North Korea?
151,Kik-in-31,Sport,Indonesian (Indonesia),북한에서 가장 잘 알려진 무술은 무엇인가요?,What is the most famous martial art sports in North Korea?
152,Kik-in-34,Sport,Indonesian (Indonesia),북한의 국가 방송에서 자주 중계되는 체육경기는 무엇인가요?,What sports are often broadcasted on national television in North Korea?
153,Kik-in-35,Sport,Indonesian (Indonesia),코로나 기간 동안 북한 사람들이 많이 하였던 체육은 무엇이었나요?,What sports were popular among people from North Korea during the COVID-19 pandemic?
