,ID,Topic,Source,Question,Translation
20,Al-en-43,Holidays/Celebration/Leisure,English (US),대한민국에서 가족들이 실내에서 주로 즐기는 활동은 무엇인가요?,What is a popular indoor activity for families in South Korea?
21,An-ar-02,Education,Arabic (Algeria),대한민국의 대학생들은 어디에서 점심을 먹나요?,Where do university students have lunch in South Korea?
22,An-ar-03,Education,Arabic (Algeria),대한민국의 고등학생들은 주로 몇 월에 기말고사를 보나요? (아라비아 숫자(1~12)만 기재해 주세요.),Which month is the final exam term usually scheduled at high schools in South Korea? (Provide Arabic numerals (1~12) only.)
23,An-ar-08,Education,Arabic (Algeria),"대한민국 고등학생들은 보통 하루에 몇 시간을 학교에서 보내나요? (아라비아 숫자 정수(0~24)로, 소수점 없이 제공해주세요.)","How many hours a day do students in South Korea usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)"
24,An-ar-09,Education,Arabic (Algeria),대한민국의 고등학생들은 학교에서 몇 가지 언어를 배우나요? (아라비아 숫자(예: 5)만 기재해주세요.),"How many languages do students study at high school in South Korea? (Provide Arabic numerals (e.g., 5) only.)"
25,An-ar-34,Sport,Arabic (Algeria),대한민국의 학교에서 가장 인기 있는 팀스포츠는 무엇입니까?,What is the most popular sport played in a team at school in South Korea?
26,An-ar-35,Sport,Arabic (Algeria),대한민국에서 가장 인기 있는 스포츠 해설가는 누구인가요?,Who is the most popular sport commentator in South Korea?
27,An-ar-36,Sport,Arabic (Algeria),대한민국에서 가장 인기 있는 스포츠 팀은 어디인가요?,What is the most popular sport team in South Korea?
28,An-ar-43,Sport,Arabic (Algeria),대한민국 사람들이 보통 스포츠 방송을 보기 위해 모이는 장소는 어디인가요?,What are the common places or venues where individuals in South Korea usually gather to watch sports broadcasts?
29,Ca-sp-05,Food,Spanish (Spain),대한민국 사람들은 보통 하루에 몇 끼를 먹나요? (아라비아 숫자(예: 5)만 기재하세요.),"How many meals per day do people from South Korea usually have? (Provide Arabic numerals (e.g., 5) only.)"
30,Ca-sp-06,Food,Spanish (Spain),대한민국 사람들이 하루 세 끼 중 가장 중요하게 생각하는 끼니는 무엇인가요?,Which is the most important meal of the day to people from South Korea?
31,Ca-sp-08,Food,Spanish (Spain),대한민국의 음식에 가장 흔히 사용되는 재료는 무엇입니까?,What is the most common ingredient used in South Korea's diet?
32,Ca-sp-09,Food,Spanish (Spain),대한민국 사람들은 보통 디저트로 무엇을 먹나요?,What do people from South Korea usually eat for dessert?
33,Ca-sp-11,Food,Spanish (Spain),대한민국에서 사람들은 보통 어떤 요일에 가족식사를 하나요?,Which day of the week do people usually organize a family meal in South Korea?
34,Ca-sp-14,Food,Spanish (Spain),대한민국에서 가장 인기 있는 따뜻한 음료는 무엇입니까?,Which is the most popular hot drink in South Korea?
35,Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),대한민국의 청년들은 클럽에서 보통 무엇을 마시나요?,What do young people from South Korea usually drink at the night club?
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),대한민국에서 사람들이 보통 어느 달에 휴가를 가나요? (아라비아 숫자(1~12)만 기재해 주세요.),At which month do people usually take holidays in South Korea? (Provide Arabic numerals (1~12) only.)
37,Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),대한민국에는 새해 전날에 무엇을 하는 문화가 있나요?,What tradition is there in South Korea for New Year's Eve?
38,Ca-sp-38,Family,Spanish (Spain),대한민국에서 가족이 전형적으로 거주하는 주거형태는 무엇인가요?,Which is the typical type of house for a family in South Korea?
39,Ca-sp-41,Family,Spanish (Spain),대한민국에서 돌봄이 필요한 노인들은 대체로 어느 곳에 사나요?,Where do the dependent elderly usually live in South Korea?
40,Ca-sp-42,Family,Spanish (Spain),대한민국에서 여성의 출산 휴가는 몇 주인가요? (아라비아 숫자(예: 20)만 제공해 주세요.),"How long (in weeks) is South Korea's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
41,Ca-sp-43,Family,Spanish (Spain),대한민국에서 남성의 육아휴직 기간은 몇 주인가요? (아라비아 숫자(예: 20)만 기재해 주세요.),"How long (in weeks) is South Korea's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
42,Ca-sp-45,Family,Spanish (Spain),대한민국에서는 주로 어떤 종류의 여행지로 가족 휴가를 가나요?,What type of destination is commonly chosen for a family vacation in South Korea?
43,Gu-ch-05,Sport,Chinese (China),대한민국의 노인들이 가장 좋아하는 스포츠는 무엇인가요?,What sports do seniors like the most in South Korea?
44,Gu-ch-06,Sport,Chinese (China),대한민국 남성들이 가장 좋아하는 스포츠는 무엇인가요?,What sports do men like to play the most in South Korea?
45,Gu-ch-07,Sport,Chinese (China),대한민국에서 가장 유명한 농구 선수는 누구인가요?,Who is the most famous basketball player in South Korea?
46,Gu-ch-08,Sport,Chinese (China),대한민국의 아이들 사이에서 가장 인기 있는 스포츠는 무엇인가요?,What is the most popular sports among children in South Korea?
47,Gu-ch-09,Sport,Chinese (China),대한민국 여성들이 가장 좋아하는 스포츠는 무엇인가요?,What sports do women like to play the most in South Korea?
48,Gu-ch-11,Sport,Chinese (China),대한민국이 올림픽에서 가장 많은 금메달을 획득한 종목은 무엇인가요?,What sports event has South Korea won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),대한민국의 남자 대학생들이 가장 좋아하는 스포츠는 무엇인가요?,What sports do male students in university like to play the most in South Korea?
50,Gu-ch-16,Family,Chinese (China),대한민국의 평균 가족 구성원 수는 몇 명입니까? (아라비아 숫자(예: 12)만 기재해 주세요.),"How many people are there in a family on average in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),대한민국의 가정에서는 보통 몇 명의 자녀를 키우나요? (아라비아 숫자(예: 12)만 기재해 주세요.),"How many children do couples usually have in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),대한민국에서 초등학교는 총 몇 년 다녀야 하나요? (아라비아 숫자(예: 12)만 기재해 주세요.),"What is the duration of elementary school in years in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),대한민국의 의무교육 기간은 몇 년인가요? (아라비아 숫자 (예: 12)만 기재하십시오.),"What is the duration of compulsory education in years in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),대한민국에서 학생들은 몇 살 때부터 외국어를 배우기 시작하나요? (아라비아 숫자(예: 12)만 기재해 주세요. 만 나이가 아닌 한국식 나이(세는 나이)를 기준으로 답변해주세요.),"From which age do students start learning their second language in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),대한민국의 대학교 학부 교육 기간은 몇 년인가요? (아라비아 숫자(예: 12)만 기재해 주세요.),"What is the duration of undergraduate education in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
56,Gu-ch-40,Education,Chinese (China),"대한민국의 초등학교 저학년 학생들은 주로 몇 시에 하교하나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","What time do younger elementary school students finish school in South Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),대한민국의 초등학생들은 보통 몇 가지 악기를 다루나요? (아라비아 숫자(예: 12)만 기재해주세요.),"How many musical instruments do elementary school students in South Korea typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),대한민국 사람들은 주중 어느 요일에 회식을 하는 것을 가장 선호하나요?,What day of the week do people in South Korea prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),대한민국에서 금융 회사가 가장 많은 지역/도시는 어디인가요?,Which region/city has the highest number of financial companies in South Korea?
60,Ji-ko-07,Work life,Korean (South Korea),대한민국에서 가장 유명한 사기업은 어디입니까?,What is the most famous private company in South Korea?
61,Ji-ko-08,Work life,Korean (South Korea),대한민국에서는 일주일에 최대 몇 시간 일할 수 있습니까? (아라비아 숫자(예: 12)만 기재해 주세요.),"What is the maximum number of hours one can work per week in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),대한민국 사람들은 보통 회식할 때 무엇을 먹나요?,What do people typically eat during company get-together in South Korea?
63,Ji-ko-14,Work life,Korean (South Korea),대한민국의 대표 수출 품목은 무엇입니까?,What is the representative export item of South Korea?
64,Ji-ko-15,Work life,Korean (South Korea),"대한민국에서 점심 시간은 주로 몇 시간입니까? (아라비아 숫자로 소수점 한 자리까지(예: 2, 3.5)만 제공해 주세요.)","How long (in hours) is the typical lunch break in South Korea? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),대한민국에서 산모는 회복을 위해 어디에 머무르나요?,Where do mothers stay for a certain period after childbirth for recovery in South Korea?
66,Ji-ko-19,Family,Korean (South Korea),대한민국에서 어버이날에 부모님께 드리는 가장 흔한 꽃은 무엇인가요?,What is South Korea's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),대한민국 사회에서 사람들은 첫 월급을 특별히 어디에 쓰나요?,What do people especially spend their first salary on in South Korea's society?
68,Ji-ko-24,Family,Korean (South Korea),대한민국 어린이들이 가장 선호하는 놀이 시설은 무엇인가요?,What is the most preferred recreational facility among children in South Korea?
69,Ji-ko-25,Family,Korean (South Korea),대한민국의 가족 관련 공휴일은 무엇이 있나요?,What are the family-related holidays in South Korea?
70,Ji-ko-26,Family,Korean (South Korea),대한민국 사회에서 사람들은 언제(무엇을 한 후에) 부모로부터 독립을 하나요?,What are the key milestones associated with children's independence from their parents in South Korea's society?
71,Ji-ko-27,Family,Korean (South Korea),대한민국에서 노부모를 찾아뵐 때 주로 드리는 선물은 무엇인가요?,What is the common gift you give when visiting elderly parents in South Korea?
72,Ji-ko-28,Family,Korean (South Korea),대한민국에서 아기가 태어난 후 사람들이 처음으로 축하하는 날은 언제인가요?,When is the first day that people celebrate after a child is born in South Korea?
73,Ji-ko-29,Family,Korean (South Korea),대한민국 사회에서 가장 크게 기념하는 생일은 몇 번째 생일인가요?,Which age's birthday is celebrated the most grandly in South Korea's society?
74,Ji-ko-31,Education,Korean (South Korea),대한민국의 중고등학생들은 보통 어디에서 시험공부를 하나요?,Where do middle and high school students in South Korea usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),대한민국의 고등학생들은 보통 저녁 식사 후에 어디로 가나요?,Where do high school students in South Korea usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),대한민국의 초등학생들은 어떻게 등교하나요?,How do elementary school students in South Korea go to school?
77,Ji-ko-35,Education,Korean (South Korea),대한민국에서 가장 흔한 사교육은 무엇인가요?,What is the most common form of private education in South Korea?
78,Ji-ko-36,Education,Korean (South Korea),대한민국의 중고등학생들은 어떤 과목 학원을 가장 많이 다니나요?,Which subject’s academy/private educational institute do middle or high students most frequently attend in South Korea?
79,Ji-ko-37,Education,Korean (South Korea),대한민국의 중고등학생들은 학교에 어떤 종류의 옷을 입고 등교하나요?,What type of clothing do middle and high school students wear to school in South Korea?
80,Ji-ko-38,Education,Korean (South Korea),대한민국의 대학 입시에서 가장 합격하기 어려운 전공은 무엇인가요?,Which major is considered the most difficult to gain admission to in South Korea?
81,Ji-ko-39,Education,Korean (South Korea),대한민국 초등학생들이 가장 많이 배우는 악기는 무엇인가요?,What is the most commonly learned musical instrument by elementary school students in South Korea?
82,Ji-ko-40,Education,Korean (South Korea),대한민국의 고등학생들은 보통 쉬는 시간에 무엇을 하나요?,What do high school students typically do during break time in schools in South Korea?
83,Ji-ko-41,Education,Korean (South Korea),대한민국의 학교 내에서 학생들은 어떤 종류의 신발을 신나요?,What kind of shoes do students wear in schools in South Korea?
84,Ji-ko-42,Education,Korean (South Korea),대한민국의 대학 입시에서 필수 과목은 무엇인가요?,What are the required subjects in South Korea's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),대한민국에서 어느 지역(도시 내)의 학구열이 가장 높나요?,Which region (within a city) in South Korea has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),대한민국의 대학 축제에서 사람들이 가장 기대하는 것은 무엇인가요?,What do people look forward to the most at university festivals in South Korea?
87,Jo-sp-01,Sport,Spanish (Spain),대한민국에서 두 번째로 인기 있는 스포츠는 무엇인가요?,What is the second most popular sport in South Korea?
88,Jo-sp-02,Sport,Spanish (Spain),대한민국에서 구기종목을 제외하고 가장 인기 있는 스포츠는 무엇인가요?,What is the most popular sport played without a ball in South Korea?
89,Jo-sp-09,Sport,Spanish (Spain),대한민국의 상류층과 가장 관련이 깊은 스포츠는 무엇인가요?,What sports are most associated with the upper class in South Korea?
90,Jo-sp-13,Sport,Spanish (Spain),대한민국에서 가장 인기 있는 수상 스포츠는 무엇인가요?,What is the most popular water sport in South Korea?
91,Jo-sp-14,Sport,Spanish (Spain),대한민국에서 가장 인기 있는 두뇌 스포츠는 무엇인가요?,What is the most popular mental sport in South Korea?
92,Jo-sp-18,Work life,Spanish (Spain),대한민국의 표준 근로자가 일 년에 받는 휴가 일수는 며칠인가요? (아라비아 숫자(예: 12)로만 제공해 주세요.),"How many holiday days per year does a standard worker gets in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),대한민국의 어느 지역이 전통적으로 농업과 관련이 있습니까?,What region in South Korea has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"대한민국의 직장인들은 보통 몇 시부터 점심 식사를 하나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공하세요.)","What time, if any, do people usually leave work for lunch in South Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"대한민국의 고등학생들은 보통 몇 시에 하교하나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","What time do high school students tend to leave school in South Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),대한민국의 초등학생들은 학교에서 주로 어떤 운동을 하나요?,What sport do elementary school students tend to practice at school in South Korea?
97,Jo-sp-36,Education,Spanish (Spain),"대한민국 초등학교의 여름 방학은 주로 몇 주인가요? (아라비아 숫자(예: 7, 8)만 기재해 주세요.)","How long (in weeks) are summer vacations at elementary schools in South Korea? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),"대한민국 대학교의 여름 방학은 몇 주인가요? (아라비아 숫자(예: 7, 8)만 제공해 주세요.)","How long (in weeks) are summer vacations at universities in South Korea? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),대한민국에서 초등학교는 몇 살에 입학하나요? (아라비아 숫자(예: 12)만 기재해주세요. 만 나이가 아닌 한국식 나이(세는 나이)를 기준으로 답변해주세요.),"At what age does elementary education begin in South Korea? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),"대한민국의 초등학교에서 국어 외에 배우는 언어는 몇 개인가요? (아라비아 숫자(예: 7, 8)만 제공해 주세요.)","How many languages are studied in elementary education besides South Korea's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),대한민국에서 사람들이 흔히 사용하는 식사 도구는 무엇인가요?,What eating utensils do people commonly used in South Korea?
102,Jod-ch-04,Food,Chinese (China),대한민국 사람들은 어떤 음료를 좋아하나요?,What soft drink do people in South Korea like to have?
103,Jod-ch-06,Food,Chinese (China),대한민국에서 가장 인기 있는 전통술은 무엇입니까?,What is the most popular traditional alcohol in South Korea?
104,Jod-ch-07,Food,Chinese (China),"대한민국 사람들은 식당에서 저녁을 먹는 데 평균적으로 몇 시간이 걸리나요? (아라비아 숫자로 소수점 한 자리까지(예: 2, 3.5)만 제공해 주세요.)","How long (in hours) on average does it take for people in South Korea to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"대한민국에서 사람들은 보통 몇 시에 저녁을 먹나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","What time do people usually have dinner in South Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),대한민국 사람들은 어떤 종류의 국을 좋아하나요?,What kind of soup do people from South Korea like to have?
107,Jod-ch-13,Food,Chinese (China),대한민국 사람들은 어떤 길거리 음식을 좋아하나요?,What street food do people from South Korea like to eat?
108,Jod-ch-15,Food,Chinese (China),대한민국 사람들은 어떤 종류의 해산물을 좋아하나요?,What kind of seafood do people from South Korea like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),대한민국에서 가장 큰 축제는 무엇인가요?,What is the biggest festival in South Korea?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),대한민국에서 사람들이 도시 간 이동 시에 가장 많이 이용하는 대중교통 수단은 무엇입니까?,What is the most commonly used public transport by people when travelling between cites in South Korea?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),대한민국에서 가장 큰 축제와 관련된 특정 장식이나 상징은 무엇인가요?,What are the specific decorations or symbols associated with the most biggest festival in South Korea?
112,Jod-ch-37,Sport,Chinese (China),대한민국에서 여성들이 가장 관람하길 좋아하는 스포츠는 무엇인가요?,What sports do women like to watch the most in South Korea?
113,Jod-ch-38,Sport,Chinese (China),대한민국에서 남성들이 가장 관람하길 좋아하는 스포츠는 무엇인가요?,What sports do men like to watch the most in South Korea?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),대한민국의 20대 여성들이 주로 하는 여가 활동은 무엇인가요?,What is the common leisure activity that females in their 20s in South Korea engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),대한민국의 20대 남성들이 주로 하는 여가 활동은 무엇인가요?,What is the common leisure activity that males in their 20s in South Korea engage in?
116,Jod-ch-46,Work life,Chinese (China),"대한민국에서 평일에 점심 식사 후 보통 몇 시간 동안 휴식을 취하나요? (아라비아 숫자로 소수점 한 자리까지(예: 2, 3.5)만 제공해 주세요.)","How long (in hours) do people usually take a break after lunch on a weekday in South Korea? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),대한민국에서 사람들은 근무일에 점심으로 무엇을 먹나요?,What do people eat for lunch during the working days in South Korea?
118,Jod-ch-50,Work life,Chinese (China),대한민국 사람들의 평균 편도 통근 시간은 몇 분인가요? (아라비아 숫자(예: 1)만 기재해 주세요.),"What is the average commute time (in minutes) for people in South Korea? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),대한민국에서 사람들이 출근할 때 가장 많이 이용하는 교통수단은 무엇인가요?,What is the most common transportation that people take to get to work in South Korea?
120,Jod-ch-54,Work life,Chinese (China),대한민국의 결혼 휴가는 며칠입니까? (아라비아 숫자(예: 12)로만 기재해 주세요.),"How long (in days) is the marriage leave in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),대한민국 여성의 전형적인 은퇴 연령은 몇 세입니까? (아라비아 숫자(예: 12)만 기재해 주세요. 만 나이가 아닌 한국식 나이(세는 나이)를 기준으로 답변해주세요.),"What is the typical retirement age for women in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),대한민국 남성의 전형적인 은퇴 연령은 몇 세입니까? (아라비아 숫자(예: 12)만 기재해 주세요. 만 나이가 아닌 한국식 나이(세는 나이)를 기준으로 답변해주세요.),"What is the typical retirement age for men in South Korea? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),대한민국에서 가장 존경받는 직업은 무엇입니까?,Which profession is the most respected in South Korea?
124,Jod-ch-60,Work life,Chinese (China),대한민국 사람들의 일평균 근무시간은 몇 시간인가요? (아라비아 숫자(0~24)만 기재해 주세요.),What is the duration (in hours) of a typical workday in South Korea? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),대한민국 여성들이 가장 선호하는 직업은 무엇입니까?,Which occupation is most preferred among females in South Korea?
126,Jod-ch-62,Work life,Chinese (China),대한민국 남성들이 가장 선호하는 직업은 무엇입니까?,Which occupation is most preferred among males in South Korea?
127,Ki-pe-17,Education,Persian (Iran),"평균적으로 대한민국 학생들은 보통 어느 정도까지 교육을 받나요? (예: 초등학교, 고등학교)","On average, how far do students typically pursue their education in South Korea? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),대한민국의 학교에서 학생들은 영어 외에 어떤 언어를 배우나요?,What language is taught in schools in South Korea besides English?
129,Ki-pe-30,Education,Persian (Iran),대한민국의 학교는 어느 요일에 닫혀있나요?,What days of the week are schools closed in South Korea?
130,Ki-pe-32,Food,Persian (Iran),대한민국에서는 집에 손님이 올 때 보통 어떤 음식을 준비하나요?,What food do the hosts usually prepare for the guests in South Korea?
131,Ki-pe-34,Food,Persian (Iran),대한민국 사람들은 보통 아침 식사 때 무엇을 마시나요?,What is the usual drink in the breakfast in South Korea?
132,Ki-pe-36,Food,Persian (Iran),대한민국에서는 다른 어느 나라의 음식이 인기가 많나요?,"Except the food original from South Korea, which country's food is more popular in South Korea?"
133,Ki-pe-39,Food,Persian (Iran),대한민국에서 가족 소풍에 보통 어떤 음식을 준비하나요?,What food is usually prepared for a family picnic in South Korea?
134,Ki-pe-40,Food,Persian (Iran),대한민국의 어떤 음식이 다른 나라 사람들에게 혐오스럽게 여겨지나요?,Which food from South Korea is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),대한민국에서 어떤 빵이 인기가 많나요?,What is the name of the popular bread in South Korea?
136,Ki-pe-51,Work life,Persian (Iran),"대한민국의 정부 기관은 주로 몇 시에 문을 닫나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공하세요.)","What time of day are government offices closed in South Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),"대한민국 정부 기관은 주로 몇 시에 문을 여나요? (HH:MM 형식(예: 18:00, 09:00)으로 제공해주세요.)","What is the normal start time of government offices in South Korea? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서 가장 기간이 긴 공휴일은 언제인가요?,What national holiday has the longest duration in South Korea?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서 광복절을 기념하기 위해 사람들이 흔히 하는 활동은 무엇인가요?,What are the common activities people from South Korea do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서는 가족 구성원이 사망했을 때 집 앞에 무엇을 두나요?,What is installed in front of the house when a family member dies in South Korea?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서 임신 축하 행사/파티는 보통 언제 하나요?,When is a pregnancy celebration or ceremony usually held in South Korea?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서 결혼식 전에 주로 하는 이벤트는 무엇인가요?,What event is usually held before a wedding in South Korea?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서는 설날에 아이들에게 무엇을 주나요?,What is usually shared to the children during (Lunar) New Year in South Korea?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국 사람들은 라마단이 시작되기 며칠 전부터 주로 어떤 걸 하나요?,What activities are usually done days before Ramadan in South Korea?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국을 방문하는 외국인 관광객에게 가장 인기 있는 관광명소는 어디입니까?,What is the most popular tourist attraction for foreign visitors in South Korea?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"대한민국에서 종교적 장소(절, 교회 등) 중 관광지로 가장 유명한 곳은 어디인가요?","What is the most popular religious sites (temple, church, etc.) for tourism in South Korea?"
147,Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),대한민국에서 여성들은 보통 졸업식에 어떤 옷을 입나요?,What clothes do women usually wear on graduation commencement ceremony in South Korea?
148,Kik-in-16,Food,Indonesian (Indonesia),날씨가 추울 때 대한민국에서 주로 마시는 음료는 무엇인가요?,What drink is commonly consumed in South Korea when the weather is cold?
