,ID,Topic,Source,Question,Translation
23,An-ar-08,Education,Arabic (Algeria),"অসমীয়া ছাত্ৰ-ছাত্ৰীসকলে সাধাৰণতে উচ্চ মাধ্যমিক বিদ্যালয়ত দিনত কিমান ঘণ্টা সময় অতিবাহিত কৰে? (অৰবী সংখ্যা পদ্ধতিত পূৰ্ণাংক (0~24) প্ৰদান কৰক, দশমিক বিন্দু অবিহনে।)","How many hours a day do students in Assam usually spend at high school? (Provide Arabic numerals in integers (0~24), without any decimal points.)"
24,An-ar-09,Education,Arabic (Algeria),"অসমৰ উচ্চ মাধ্যমিক বিদ্যালয়ত ছাত্ৰ-ছাত্ৰীসকলে কিমানটা ভাষা অধ্যয়ন কৰে? (কেৱল আৰবী সংখ্যা (যেনে, 5) প্ৰদান কৰক।)","How many languages do students study at high school in Assam? (Provide Arabic numerals (e.g., 5) only.)"
25,An-ar-34,Sport,Arabic (Algeria),অসমৰ বিদ্যালয়সমূহত দলীয় ভাৱে খেলা সবাতোকৈ জনপ্ৰিয় ক্ৰীড়া কি?,What is the most popular sport played in a team at school in Assam?
26,An-ar-35,Sport,Arabic (Algeria),অসমত আটাইতকৈ জনপ্ৰিয় ক্ৰীড়া মন্তব্যকাৰীজন কোন?,Who is the most popular sport commentator in Assam?
27,An-ar-36,Sport,Arabic (Algeria),অসমত কোনটো ক্ৰীড়া দলটো সবাতোকৈ জনপ্ৰিয়?,What is the most popular sport team in Assam?
28,An-ar-43,Sport,Arabic (Algeria),অসমত মানুহে সাধাৰণতে ক্ৰীড়া সম্প্ৰচাৰ চাবলৈ কোন কোন স্থানত বা প্ৰাঙ্গণত জমা হয়?,What are the common places or venues where individuals in Assam usually gather to watch sports broadcasts?
29,Ca-sp-05,Food,Spanish (Spain),"অসমীয় লোকে সাধাৰণতে দিনত কিমান বাৰ আহাৰ কৰে? (কেৱল আৰবী সংখ্যা (যেনে, 5) প্ৰদান কৰক।)","How many meals per day do people from Assam usually have? (Provide Arabic numerals (e.g., 5) only.)"
30,Ca-sp-06,Food,Spanish (Spain),অসমীয় লোকসকলৰ বাবে দিনৰ কোনটো আহাৰটো সবাতোকৈ গুৰুত্বপূৰ্ণ?,Which is the most important meal of the day to people from Assam?
31,Ca-sp-08,Food,Spanish (Spain),অসমৰ খাদ্যত ব্যৱহৃত সবাতোকৈ সাধাৰণ উপাদানটো কি?,What is the most common ingredient used in Assam's diet?
32,Ca-sp-09,Food,Spanish (Spain),অসমৰ মানুহে সাধাৰণতে ডেজাৰ্টত কি খায়?,What do people from Assam usually eat for dessert?
33,Ca-sp-11,Food,Spanish (Spain),সপ্তাহৰ কোন দিনটোত অসমত সাধাৰণতে লোকে পৰিয়ালৰ ভোজন আয়োজন কৰে?,Which day of the week do people usually organize a family meal in Assam?
34,Ca-sp-14,Food,Spanish (Spain),অসমত কোনটো গৰম পানীয় সবাতোকৈ জনপ্ৰিয়?,Which is the most popular hot drink in Assam?
35,Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),অসমৰ যুৱক-যুৱতীসকলে নিশাৰ ক্লাবত সাধাৰণতে কি পানীয় পান কৰে?,What do young people from Assam usually drink at the night club?
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),অসমত মানুহে সাধাৰণতে কোন মাহত বন্ধ লয়? (কেৱল আৰবী সংখ্যা (1~12) প্ৰদান কৰক।),At which month do people usually take holidays in Assam? (Provide Arabic numerals (1~12) only.)
37,Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),অসমত নৱবৰ্ষৰ বেলিকা কি ৰীতি পালন কৰা হয়?,What tradition is there in Assam for New Year's Eve?
38,Ca-sp-38,Family,Spanish (Spain),অসমত এটা পৰিয়ালৰ বাবে প্ৰচলিত ঘৰৰ ধৰণটো কি?,Which is the typical type of house for a family in Assam?
39,Ca-sp-41,Family,Spanish (Spain),ভাৰপ্ৰাপ্ত বৃদ্ধ লোকসকলে সাধাৰণতে অসমত ক'ত থাকে?,Where do the dependent elderly usually live in Assam?
40,Ca-sp-42,Family,Spanish (Spain),"অসমৰ মাতৃত্ব অৱসৰ কিমান সপ্তাহ ধৰি আছে? (কেৱল আৰবী সংখ্যা (যেনে, 20) প্ৰদান কৰক।)","How long (in weeks) is Assam's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
41,Ca-sp-43,Family,Spanish (Spain),"অসমৰ পিতৃত্ব অৱসৰ পিতৃসকলৰ বাবে কিমান সপ্তাহ ধৰি আছে? (কেৱল আৰবী সংখ্যা (যেনে, 20) প্ৰদান কৰক।)","How long (in weeks) is Assam's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
42,Ca-sp-45,Family,Spanish (Spain),অসমত পৰিয়ালৰ ছুটী কটাবলৈ সাধাৰণতে কি ধৰণৰ গন্তব্যস্থান বাচি লোৱা হয়?,What type of destination is commonly chosen for a family vacation in Assam?
43,Gu-ch-05,Sport,Chinese (China),অসমত বৃদ্ধ লোকসকলে কি ক্ৰীড়া সবাতোকৈ অধিক পছন্দ কৰে?,What sports do seniors like the most in Assam?
44,Gu-ch-06,Sport,Chinese (China),অসমত পুৰুষসকলে সবাতোকৈ বেছি কি খেল খেলিবলৈ পছন্দ কৰে?,What sports do men like to play the most in Assam?
45,Gu-ch-07,Sport,Chinese (China),অসমত কোনজন বাস্কেটবল খেলুৱৈ সবাতোকৈ বিখ্যাত?,Who is the most famous basketball player in Assam?
46,Gu-ch-08,Sport,Chinese (China),অসমত শিশুসকলৰ মাজত কি ক্ৰীড়া প্ৰচলিত?,What is the most popular sports among children in Assam?
47,Gu-ch-09,Sport,Chinese (China),অসমত মহিলাসকলে কোন প্ৰকাৰৰ ক্ৰীড়া সবাতোকৈ অধিক পছন্দ কৰে?,What sports do women like to play the most in Assam?
48,Gu-ch-11,Sport,Chinese (China),অলিম্পিকত অসমে কোন ক্ৰীড়া ইভেণ্টত সৰ্বাধিক সোণৰ পদক জিকিছে?,What sports event has Assam won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),অসমত বিশ্ববিদ্যালয়ৰ পুৰুষ ছাত্ৰসকলে কি ক্ৰীড়া খেলিবলৈ সবাতোকৈ অধিক পছন্দ কৰে?,What sports do male students in university like to play the most in Assam?
50,Gu-ch-16,Family,Chinese (China),"অসমত গড়ে এটা পৰিয়ালত কিমানজন লোক থাকে? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","How many people are there in a family on average in Assam? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),"অসমত দম্পতীসকলৰ সাধাৰণতে কিমানটা সন্তান থাকে? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","How many children do couples usually have in Assam? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),"অসমত প্ৰাথমিক বিদ্যালয়ৰ সময়কাল কিমান বছৰৰ? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","What is the duration of elementary school in years in Assam? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),"অসমত বাধ্যতামূলক শিক্ষাৰ সময়কাল কিমান বছৰৰ? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","What is the duration of compulsory education in years in Assam? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),"অসমত ছাত্ৰ-ছাত্ৰীসকলে কোন বয়সৰ পৰা দ্বিতীয় ভাষাৰ শিক্ষা আৰম্ভ কৰে? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","From which age do students start learning their second language in Assam? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),"অসমত স্নাতক শিক্ষাৰ সময়কাল কিমান বছৰৰ? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","What is the duration of undergraduate education in Assam? (Provide Arabic numerals (e.g., 12) only.)"
56,Gu-ch-40,Education,Chinese (China),"অসমত প্ৰাথমিক বিদ্যালয়ৰ কণিষ্ঠ ছাত্ৰ-ছাত্ৰীসকলে কেতিয়া বিদ্যালয় সমাপ্ত কৰে? (HH:MM ফৰ্মেটত প্ৰদান কৰক (যেনে, 18:00, 09:00)।)","What time do younger elementary school students finish school in Assam? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),"অসমৰ প্ৰাথমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে সাধাৰণতে কিমানটা সংগীত বাদ্যযন্ত্ৰ বজায়? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","How many musical instruments do elementary school students in Assam typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),অসমীয় লোকে সপ্তাহৰ কোন দিনটোত কোম্পানীৰ ভোজনালয়ত ভোজন কৰিবলৈ পছন্দ কৰে?,What day of the week do people in Assam prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),অসমত কোন অঞ্চল/চহৰত আৰ্থিক প্ৰতিষ্ঠানৰ সংখ্যা সৰ্বাধিক?,Which region/city has the highest number of financial companies in Assam?
60,Ji-ko-07,Work life,Korean (South Korea),অসমৰ আটাইতকৈ বিখ্যাত ব্যক্তিগত কোম্পানীটো কি?,What is the most famous private company in Assam?
61,Ji-ko-08,Work life,Korean (South Korea),"অসমত এজন ব্যক্তি সপ্তাহত সৰ্বাধিক কিমান ঘণ্টা কাম কৰিব পাৰে? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","What is the maximum number of hours one can work per week in Assam? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),অসমত কোম্পানীৰ লোকসকলে সমবেত হোৱা সময়ত সাধাৰণতে কি খায়?,What do people typically eat during company get-together in Assam?
63,Ji-ko-14,Work life,Korean (South Korea),অসমৰ প্ৰতিনিধিত্বমূলক ৰপ্তানি সামগ্ৰীটো কি?,What is the representative export item of Assam?
64,Ji-ko-15,Work life,Korean (South Korea),"অসমত সাধাৰণতে দুপৰীয়াৰ আহাৰৰ বিৰতি কিমান ঘণ্টা হয়? (কেৱল আৰবী সংখ্যা এটা দশমিক বিন্দু পৰ্যন্ত প্ৰদান কৰক (যেনে, 2, 3.5)।)","How long (in hours) is the typical lunch break in Assam? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),অসমত প্ৰসৱৰ পিছত নিৰ্দিষ্ট সময়ছোৱা মাতৃসকলে ক'ত বিশ্ৰাম কৰে?,Where do mothers stay for a certain period after childbirth for recovery in Assam?
66,Ji-ko-19,Family,Korean (South Korea),পিতৃ-মাতৃ দিৱসত অসমত সচৰাচৰ কি ফুল উপহাৰ হিচাপে দিয়া হয়?,What is Assam's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),অসমীয় সমাজত মানুহে বিশেষকৈ তেওঁলোকৰ প্ৰথম দৰমহা কিহত ব্যয় কৰে?,What do people especially spend their first salary on in Assam's society?
68,Ji-ko-24,Family,Korean (South Korea),অসমত শিশুসকলৰ মাজত সবাতোকৈ জনপ্ৰিয় বিনোদন সুবিধাটো কি?,What is the most preferred recreational facility among children in Assam?
69,Ji-ko-25,Family,Korean (South Korea),অসমত পৰিয়াল-সম্পৰ্কীয় বন্ধসমূহ কি কি?,What are the family-related holidays in Assam?
70,Ji-ko-26,Family,Korean (South Korea),অসমীয় সমাজত অভিভাৱকৰ পৰা শিশুসকলৰ স্বাধীনতা সম্পৰ্কীয় মুখ্য মাইলষ্ট'নসমূহ কি কি?,What are the key milestones associated with children's independence from their parents in Assam's society?
71,Ji-ko-27,Family,Korean (South Korea),অসমত বৃদ্ধ পিতৃ-মাতৃক লগ পালে সাধাৰণতে কি উপহাৰ দিয়া হয়?,What is the common gift you give when visiting elderly parents in Assam?
72,Ji-ko-28,Family,Korean (South Korea),অসমত এটা শিশু জন্ম গ্ৰহণ কৰাৰ পিছত মানুহে প্ৰথম কোনটো দিন উদযাপন কৰে?,When is the first day that people celebrate after a child is born in Assam?
73,Ji-ko-29,Family,Korean (South Korea),অসমীয় সমাজত কোন বয়সৰ জন্মদিনটো সবাতোকৈ ধুমধামেৰে পালন কৰা হয়?,Which age's birthday is celebrated the most grandly in Assam's society?
74,Ji-ko-31,Education,Korean (South Korea),অসমত মাধ্যমিক আৰু উচ্চ মাধ্যমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে সাধাৰণতে পৰীক্ষাৰ বাবে ক'ত অধ্যয়ন কৰে?,Where do middle and high school students in Assam usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),অসমৰ উচ্চ মাধ্যমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে সাধাৰণতে ৰাতিৰ আহাৰৰ পিছত ক'লৈ যায়?,Where do high school students in Assam usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),অসমত প্ৰাথমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে কেনেকৈ বিদ্যালয়লৈ যায়?,How do elementary school students in Assam go to school?
77,Ji-ko-35,Education,Korean (South Korea),অসমত ব্যক্তিগত শিক্ষাৰ আটাইতকৈ সাধাৰণ প্ৰকাৰটো কি?,What is the most common form of private education in Assam?
78,Ji-ko-36,Education,Korean (South Korea),অসমত মাধ্যমিক বা উচ্চ মাধ্যমিক শ্ৰেণীৰ ছাত্ৰ-ছাত্ৰীসকলে কোন বিষয়ৰ একাডেমি/প্ৰাইভেট শিক্ষানুষ্ঠানত সবাতোকৈ বেছি যায়?,Which subject’s academy/private educational institute do middle or high students most frequently attend in Assam?
79,Ji-ko-37,Education,Korean (South Korea),অসমত মাধ্যমিক আৰু উচ্চ মাধ্যমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে বিদ্যালয়লৈ কি ধৰণৰ কাপোৰ পৰিধান কৰে?,What type of clothing do middle and high school students wear to school in Assam?
80,Ji-ko-38,Education,Korean (South Korea),অসমত কোন বিষয়ত প্ৰৱেশ লাভ কৰা সবাতোকৈ কঠিন বুলি বিবেচিত হয়?,Which major is considered the most difficult to gain admission to in Assam?
81,Ji-ko-39,Education,Korean (South Korea),অসমৰ প্ৰাথমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে সৰ্বাধিক জনপ্ৰিয়ভাৱে শিকা সংগীত বাদ্যযন্ত্ৰটো কি?,What is the most commonly learned musical instrument by elementary school students in Assam?
82,Ji-ko-40,Education,Korean (South Korea),অসমৰ বিদ্যালয়সমূহৰ বিৰতিৰ সময়ত উচ্চ মাধ্যমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে সাধাৰণতে কি কৰে?,What do high school students typically do during break time in schools in Assam?
83,Ji-ko-41,Education,Korean (South Korea),অসমৰ বিদ্যালয়সমূহত ছাত্ৰ-ছাত্ৰীসকলে কি ধৰণৰ জোতা পিন্ধে?,What kind of shoes do students wear in schools in Assam?
84,Ji-ko-42,Education,Korean (South Korea),অসমৰ বিশ্ববিদ্যালয় প্ৰৱেশ পৰীক্ষাত কি কি বিষয় অনিবাৰ্য?,What are the required subjects in Assam's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),অসমৰ কোন চহৰৰ (চহৰৰ ভিতৰত) অঞ্চলত শিক্ষাগত উৎসাহ সৰ্বাধিক?,Which region (within a city) in Assam has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),অসমৰ বিশ্ববিদ্যালয়ৰ উৎসৱসমূহক লৈ মানুহে সকলোতকৈ বেছি কি আশা কৰে?,What do people look forward to the most at university festivals in Assam?
87,Jo-sp-01,Sport,Spanish (Spain),অসমত দ্বিতীয় সৰ্বাধিক জনপ্ৰিয় ক্ৰীড়া কি?,What is the second most popular sport in Assam?
88,Jo-sp-02,Sport,Spanish (Spain),অসমত বল অবিহনে খেলা সবাতোকৈ জনপ্ৰিয় ক্ৰীড়াটো কি?,What is the most popular sport played without a ball in Assam?
89,Jo-sp-09,Sport,Spanish (Spain),অসমত উচ্চ শ্ৰেণীৰ লোকসকলে কোন কোন খেলসমূহ অধিক জড়িত হৈ আছে?,What sports are most associated with the upper class in Assam?
90,Jo-sp-13,Sport,Spanish (Spain),অসমত কি সবাতোকৈ জনপ্ৰিয় জলক্ৰীড়া কি?,What is the most popular water sport in Assam?
91,Jo-sp-14,Sport,Spanish (Spain),অসমত সবাতোকৈ জনপ্ৰিয় মানসিক ক্ৰীড়াটো কি?,What is the most popular mental sport in Assam?
92,Jo-sp-18,Work life,Spanish (Spain),"অসমত এজন প্ৰমাণিত কৰ্মচাৰীয়ে বছৰত কিমান ছুটিৰ দিন পায়? (কেৱল আৰবী সংখ্যা (যেনে, 12) প্ৰদান কৰক।)","How many holiday days per year does a standard worker gets in Assam? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),অসমৰ কোন অঞ্চলটো পৰম্পৰাগতভাৱে কৃষিকৰ্মৰ সৈতে জড়িত?,What region in Assam has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),"অসমত মানুহে সাধাৰণতে কিমান সময়ত দুপৰীয়া খোৱাৰ বাবে কামৰ পৰা ওলাই যায়? (HH:MM ফৰ্মেটত প্ৰদান কৰক (যেনে, 18:00, 09:00)).","What time, if any, do people usually leave work for lunch in Assam? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),"অসমত উচ্চ মাধ্যমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে কেতিয়া বিদ্যালয় ত্যাগ কৰে? (HH:MM ফৰ্মেটত প্ৰদান কৰক (যেনে, 18:00, 09:00)।)","What time do high school students tend to leave school in Assam? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),অসমত প্ৰাথমিক বিদ্যালয়ৰ ছাত্ৰ-ছাত্ৰীসকলে বিদ্যালয়ত কি ক্ৰীড়া অনুশীলন কৰে?,What sport do elementary school students tend to practice at school in Assam?
97,Jo-sp-36,Education,Spanish (Spain),"অসমৰ প্ৰাথমিক বিদ্যালয়সমূহৰ গ্ৰীষ্ম বন্ধৰ সময়কাল (সপ্তাহত) কিমান? (কেৱল আৰবী সংখ্যা (যেনে, 7, 8) প্ৰদান কৰক।)","How long (in weeks) are summer vacations at elementary schools in Assam? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),"অসমৰ বিশ্ববিদ্যালয়সমূহৰ গ্ৰীষ্মকালীন বন্ধসমূহ কিমান সপ্তাহ সময়জোৰা হয়? (কেৱল আৰবী সংখ্যা (যেনে, 7, 8) প্ৰদান কৰক।)","How long (in weeks) are summer vacations at universities in Assam? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),"অসমত প্ৰাথমিক শিক্ষা কিমান বয়সত আৰম্ভ হয়? (কেৱল আৰবী সংখ্যা (যেনে, 7, 8) প্ৰদান কৰক।)","At what age does elementary education begin in Assam? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),"অসমৰ চৰকাৰী ভাষাৰ উপৰিও প্ৰাথমিক শিক্ষাত কিমানটা ভাষা অধ্যয়ন কৰা হয়? (কেৱল আৰবী সংখ্যা (যেনে, 7, 8) প্ৰদান কৰক।)","How many languages are studied in elementary education besides Assam's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),অসমত মানুহে সাধাৰণতে কি বাচন-বর্তন ব্যৱহাৰ কৰে?,What eating utensils do people commonly used in Assam?
102,Jod-ch-04,Food,Chinese (China),অসমীয়া লোকে কি ধৰণৰ শীতল পানীয় পছন্দ কৰে?,What soft drink do people in Assam like to have?
103,Jod-ch-06,Food,Chinese (China),অসমত সবাতোকৈ জনপ্ৰিয় পাৰম্পৰিক সুৰা কি?,What is the most popular traditional alcohol in Assam?
104,Jod-ch-07,Food,Chinese (China),"অসমত মানুহে গড়ে কিমান সময় (ঘণ্টাত) ৰেষ্টুৰেণ্টত ডিনাৰ কৰিবলৈ লয়? (কেৱল আৰবী সংখ্যা এটা দশমিক বিন্দুলৈকে প্ৰদান কৰক (যেনে, 2, 3.5)।)","How long (in hours) on average does it take for people in Assam to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),"অসমত মানুহে সাধাৰণতে কি সময়ত ৰাতিপুৱাৰ আহাৰ গ্ৰহণ কৰে? (HH:MM ফৰ্মেটত প্ৰদান কৰক (যেনে, 18:00, 09:00)।)","What time do people usually have dinner in Assam? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),অসমীয় লোকে কি ধৰণৰ ছু’প খাবলৈ পছন্দ কৰে?,What kind of soup do people from Assam like to have?
107,Jod-ch-13,Food,Chinese (China),অসমীয় লোকে সাধাৰণতে কি ধৰণৰ ৰাস্তাৰ খাদ্য খোৱা পছন্দ কৰে?,What street food do people from Assam like to eat?
108,Jod-ch-15,Food,Chinese (China),অসমৰ মানুহে কি ধৰণৰ সামুদ্ৰিক খাদ্য খোৱা পছন্দ কৰে?,What kind of seafood do people from Assam like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),অসমৰ আটাইতকৈ ডাঙৰ উৎসৱটো কি?,What is the biggest festival in Assam?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),অসমত চহৰৰ মাজত যাত্ৰা কৰা সময়ত মানুহে সৰ্বাধিক ব্যৱহাৰ কৰা জনপ্ৰিয় পৰিবহন সাধনটো কি?,What is the most commonly used public transport by people when travelling between cites in Assam?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),অসমৰ আটাইতকৈ ডাঙৰ উৎসৱটোৰ সৈতে জড়িত বিশেষ অলংকাৰ বা প্ৰতীকসমূহ কি কি?,What are the specific decorations or symbols associated with the most biggest festival in Assam?
112,Jod-ch-37,Sport,Chinese (China),অসমত মহিলাসকলে কি ক্ৰীড়া প্ৰতিযোগিতা সবাতোকৈ বেছি চাব পছন্দ কৰে?,What sports do women like to watch the most in Assam?
113,Jod-ch-38,Sport,Chinese (China),অসমত পুৰুষসকলে কি ক্ৰীড়া সবাতোকৈ বেছি চাব পছন্দ কৰে?,What sports do men like to watch the most in Assam?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),অসমত বিশ বছৰীয়া মহিলাসকলে কি সাধাৰণ অৱসৰ কাৰ্যকলাপত অংশগ্ৰহণ কৰে?,What is the common leisure activity that females in their 20s in Assam engage in?
