,ID,Topic,Source,Question,Translation
29,Ca-sp-05,Food,Spanish (Spain),مردم در کشور شما معمولاً روزانه چند وعده غذا می‌خورند؟ (فقط از اعداد استفاده کنید),"How many meals per day do people from Iran usually have? (Provide Arabic numerals (e.g., 5) only.)"
30,Ca-sp-06,Food,Spanish (Spain),کدام وعده غذایی از روز برای مردم درایران مهم‌تر است؟,Which is the most important meal of the day to people from Iran?
31,Ca-sp-08,Food,Spanish (Spain),متداول‌ترین ماده‌ی غذایی مورد استفاده در رژیم غذایی درایران چیست؟,What is the most common ingredient used in Iran's diet?
32,Ca-sp-09,Food,Spanish (Spain),مردم درایران معمولاً برای دسر چه می‌خورند؟,What do people from Iran usually eat for dessert?
33,Ca-sp-11,Food,Spanish (Spain),مردم درایران معمولاً در چه روزی از هفته مهمانی خانوادگی برگزار می‌کنند؟,Which day of the week do people usually organize a family meal in Iran?
34,Ca-sp-14,Food,Spanish (Spain),محبوب‌ترین نوشیدنی گرم درایران کدام است؟,Which is the most popular hot drink in Iran?
35,Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),جوانان درایران معمولاً در کلاب شبانه چه چیزی می‌نوشند؟,What do young people from Iran usually drink at the night club?
36,Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),مردم معمولاً در چه ماهی در کشور شما تعطیلات می‌گیرند؟ (فقط از اعداد استفاده کنید),At which month do people usually take holidays in Iran? (Provide Arabic numerals (1~12) only.)
37,Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),در شب سال نو درایران چه سنت‌هایی وجود دارد؟,What tradition is there in Iran for New Year's Eve?
38,Ca-sp-38,Family,Spanish (Spain),درایران معمولاً چه نوع خانه‌ای برای یک خانواده معمول است؟,Which is the typical type of house for a family in Iran?
39,Ca-sp-41,Family,Spanish (Spain),درایران افراد مسن وابسته معمولاً در کجا زندگی می‌کنند؟,Where do the dependent elderly usually live in Iran?
40,Ca-sp-42,Family,Spanish (Spain),در کشور شما مرخصی زایمان برای مادران چند هفته است؟ (فقط از اعداد استفاده کنید),"How long (in weeks) is Iran's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
41,Ca-sp-43,Family,Spanish (Spain),در کشور شما مرخصی زایمان برای پدران چند هفته است؟ (فقط از اعداد استفاده کنید),"How long (in weeks) is Iran's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
42,Ca-sp-45,Family,Spanish (Spain),درایران معمولاً چه نوع مقصدی برای تعطیلات خانوادگی انتخاب می‌شود؟,What type of destination is commonly chosen for a family vacation in Iran?
43,Gu-ch-05,Sport,Chinese (China),درایران سالمندان بیشتر از چه ورزش‌هایی خوششان می‌آید؟,What sports do seniors like the most in Iran?
44,Gu-ch-06,Sport,Chinese (China),درایران مردان بیشتر به بازی کردن چه ورزش‌هایی علاقه دارند؟,What sports do men like to play the most in Iran?
45,Gu-ch-07,Sport,Chinese (China),درایران معروف‌ترین بازیکن بسکتبال چه کسی است؟,Who is the most famous basketball player in Iran?
46,Gu-ch-08,Sport,Chinese (China),درایران محبوب‌ترین ورزش بین کودکان چیست؟,What is the most popular sports among children in Iran?
47,Gu-ch-09,Sport,Chinese (China),درایران زنان بیشتر به بازی کردن چه ورزش‌هایی علاقه دارند؟,What sports do women like to play the most in Iran?
48,Gu-ch-11,Sport,Chinese (China),درایران چه رویداد ورزشی در المپیک بیشترین مدال طلا را کسب کرده است؟,What sports event has Iran won the most gold medals at the Olympics?
49,Gu-ch-15,Sport,Chinese (China),درایران دانشجویان پسر در دانشگاه‌ها بیشتر به چه ورزش‌هایی علاقه دارند؟,What sports do male students in university like to play the most in Iran?
50,Gu-ch-16,Family,Chinese (China),در کشور شما میانگین تعداد افراد در یک خانواده چند نفر است؟ (فقط از اعداد استفاده کنید),"How many people are there in a family on average in Iran? (Provide Arabic numerals (e.g., 12) only.)"
51,Gu-ch-18,Family,Chinese (China),در کشور شما معمولاً زوج‌ها چند فرزند دارند؟ (فقط از اعداد استفاده کنید),"How many children do couples usually have in Iran? (Provide Arabic numerals (e.g., 12) only.)"
52,Gu-ch-31,Education,Chinese (China),در کشور شما طول دوره‌ی ابتدایی چند سال است؟ (فقط از اعداد استفاده کنید),"What is the duration of elementary school in years in Iran? (Provide Arabic numerals (e.g., 12) only.)"
53,Gu-ch-32,Education,Chinese (China),در کشور شما مدت زمان آموزش اجباری به سال چقدر است؟ (فقط از اعداد استفاده کنید),"What is the duration of compulsory education in years in Iran? (Provide Arabic numerals (e.g., 12) only.)"
54,Gu-ch-33,Education,Chinese (China),در کشور شما دانش‌آموزان از چه سنی شروع به یادگیری زبان دوم می‌کنند؟ (فقط از اعداد استفاده کنید),"From which age do students start learning their second language in Iran? (Provide Arabic numerals (e.g., 12) only.)"
55,Gu-ch-38,Education,Chinese (China),در کشور شما مدت زمان تحصیل کارشناسی چقدر است؟ (فقط از اعداد استفاده کنید),"What is the duration of undergraduate education in Iran? (Provide Arabic numerals (e.g., 12) only.)"
56,Gu-ch-40,Education,Chinese (China),در کشور شما دانش‌آموزان کوچک دبستانی چه ساعتی از مدرسه تعطیل می‌شوند؟ (به فرمت ساعت:دقیقه مانند 18:00، 09:00 ارائه دهید).,"What time do younger elementary school students finish school in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
57,Gu-ch-41,Education,Chinese (China),در کشور شما دانش‌آموزان دبستانی معمولاً چند ساز موسیقی می‌نوازند؟ (فقط از اعداد استفاده کنید),"How many musical instruments do elementary school students in Iran typically play? (Provide Arabic numerals (e.g., 12) only.)"
58,Ji-ko-02,Work life,Korean (South Korea),مردم درایران ترجیح می‌دهند شام‌های شرکتی را چه روزی از هفته برگزار کنند؟,What day of the week do people in Iran prefer to have company dinners?
59,Ji-ko-03,Work life,Korean (South Korea),کدام منطقه/شهر بیشترین تعداد شرکت‌های مالی را درایران دارد؟,Which region/city has the highest number of financial companies in Iran?
60,Ji-ko-07,Work life,Korean (South Korea),معروف‌ترین شرکت خصوصی درایران چیست؟,What is the most famous private company in Iran?
61,Ji-ko-08,Work life,Korean (South Korea),حداکثر تعداد ساعات کاری که یک نفر می‌تواند در هفته در کشور شما کار کند چند ساعت است؟ (فقط از اعداد استفاده کنید),"What is the maximum number of hours one can work per week in Iran? (Provide Arabic numerals (e.g., 12) only.)"
62,Ji-ko-09,Work life,Korean (South Korea),مردم معمولاً در دورهمی‌های شرکتی درایران چه غذاهایی می‌خورند؟,What do people typically eat during company get-together in Iran?
63,Ji-ko-14,Work life,Korean (South Korea),کالای صادراتی نماینده درایران چیست؟,What is the representative export item of Iran?
64,Ji-ko-15,Work life,Korean (South Korea),معمولاً زمان استراحت ناهار در کشور شما چند ساعت است؟ (فقط عدد تا یک رقم اعشاری (مثلاً 2، 3.5) ارائه دهید.),"How long (in hours) is the typical lunch break in Iran? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
65,Ji-ko-16,Family,Korean (South Korea),در کشور شما مادران پس از زایمان به منظور بهبودی در کجا اقامت دارند؟,Where do mothers stay for a certain period after childbirth for recovery in Iran?
66,Ji-ko-19,Family,Korean (South Korea),درایران متداول‌ترین گلی که در روز والدین اهدا می‌شود، چیست؟,What is Iran's most commonly given flower on Parents' Day?
67,Ji-ko-22,Family,Korean (South Korea),درایران مردم در جامعه معمولاً اولین حقوق خود را صرف چه چیزی می‌کنند؟,What do people especially spend their first salary on in Iran's society?
68,Ji-ko-24,Family,Korean (South Korea),در کشور شما محبوب‌ترین امکانات تفریحی برای کودکان چیست؟,What is the most preferred recreational facility among children in Iran?
69,Ji-ko-25,Family,Korean (South Korea),درایران تعطیلات مرتبط با خانواده چیست؟,What are the family-related holidays in Iran?
70,Ji-ko-26,Family,Korean (South Korea),درایران مهم‌ترین نقاط عطف مرتبط با استقلال فرزندان از والدین در جامعه چیست؟,What are the key milestones associated with children's independence from their parents in Iran's society?
71,Ji-ko-27,Family,Korean (South Korea),درایران هنگام دیدن والدین مسن، معمولاً چه هدیه‌ای می‌دهید؟,What is the common gift you give when visiting elderly parents in Iran?
72,Ji-ko-28,Family,Korean (South Korea),درایران اولین روزی که مردم پس از تولد کودک جشن می‌گیرند، چه زمانی است؟,When is the first day that people celebrate after a child is born in Iran?
73,Ji-ko-29,Family,Korean (South Korea),درایران در جامعه، تولد چه سنی باشکوه‌ترین جشن گرفته می‌شود؟,Which age's birthday is celebrated the most grandly in Iran's society?
74,Ji-ko-31,Education,Korean (South Korea),درایران دانش‌آموزان دبیرستانی و متوسطه معمولاً کجا برای امتحانات درس می‌خوانند؟,Where do middle and high school students in Iran usually study for exams?
75,Ji-ko-33,Education,Korean (South Korea),درایران دانش‌آموزان دبیرستانی معمولاً بعد از شام به کجا می‌روند؟,Where do high school students in Iran usually go after dinner?
76,Ji-ko-34,Education,Korean (South Korea),درایران دانش‌آموزان دبستانی چگونه به مدرسه می‌روند؟,How do elementary school students in Iran go to school?
77,Ji-ko-35,Education,Korean (South Korea),درایران شایع‌ترین شکل آموزش خصوصی چیست؟,What is the most common form of private education in Iran?
78,Ji-ko-36,Education,Korean (South Korea),درایران دانش‌آموزان متوسطه یا دبیرستان بیشتر به آکادمی/موسسه آموزشی خصوصی کدام درس می‌روند؟,Which subject’s academy/private educational institute do middle or high students most frequently attend in Iran?
79,Ji-ko-37,Education,Korean (South Korea),در کشور شما دانش‌آموزان دبیرستان و راهنمایی چه نوع لباسی در مدرسه می‌پوشند؟,What type of clothing do middle and high school students wear to school in Iran?
80,Ji-ko-38,Education,Korean (South Korea),در کشور شما ورود به کدام رشته تحصیلی از همه دشوارتر محسوب می‌شود؟,Which major is considered the most difficult to gain admission to in Iran?
81,Ji-ko-39,Education,Korean (South Korea),درایران پرطرفدارترین ساز موسیقی که دانش‌آموزان دبستانی یاد می‌گیرند، چیست؟,What is the most commonly learned musical instrument by elementary school students in Iran?
82,Ji-ko-40,Education,Korean (South Korea),درایران دانش‌آموزان دبیرستانی معمولاً در زنگ تفریح مدارس چه کارهایی انجام می‌دهند؟,What do high school students typically do during break time in schools in Iran?
83,Ji-ko-41,Education,Korean (South Korea),درایران دانش‌آموزان در مدارس چه نوع کفش‌هایی به پا می‌کنند؟,What kind of shoes do students wear in schools in Iran?
84,Ji-ko-42,Education,Korean (South Korea),درایران در آزمون ورودی دانشگاه، چه دروسی اجباری هستند؟,What are the required subjects in Iran's university entrance exam?
85,Ji-ko-44,Education,Korean (South Korea),درایران کدام منطقه (در درون یک شهر) بیشترین شور و شوق علمی را دارد؟,Which region (within a city) in Iran has the highest academic fervor?
86,Ji-ko-45,Education,Korean (South Korea),درایران مردم در جشن‌های دانشگاهی بیشتر منتظر چه چیزی هستند؟,What do people look forward to the most at university festivals in Iran?
87,Jo-sp-01,Sport,Spanish (Spain),درایران دومین ورزش محبوب چیست؟,What is the second most popular sport in Iran?
88,Jo-sp-02,Sport,Spanish (Spain),درایران محبوب‌ترین ورزشی که بدون توپ انجام می‌شود، چیست؟,What is the most popular sport played without a ball in Iran?
89,Jo-sp-09,Sport,Spanish (Spain),درایران چه ورزش‌هایی بیشتر با طبقه پولداران ارتباط دارند؟,What sports are most associated with the upper class in Iran?
90,Jo-sp-13,Sport,Spanish (Spain),درایران محبوب‌ترین ورزش آبی چیست؟,What is the most popular water sport in Iran?
91,Jo-sp-14,Sport,Spanish (Spain),درایران محبوب‌ترین ورزش ذهنی چیست؟,What is the most popular mental sport in Iran?
92,Jo-sp-18,Work life,Spanish (Spain),یک کارگر استاندارد در کشور شما سالانه چند روز تعطیلی دارد؟ (فقط اعداد ارائه دهید.),"How many holiday days per year does a standard worker gets in Iran? (Provide Arabic numerals (e.g., 12) only.)"
93,Jo-sp-19,Work life,Spanish (Spain),کدام منطقه درایران به طور سنتی با کشاورزی مرتبط بوده است؟,What region in Iran has been traditionally associated with agriculture?
94,Jo-sp-21,Work life,Spanish (Spain),درایران مردم معمولاً چه ساعتی برای ناهار از کار خارج می‌شوند؟ (با فرمت HH:MM ارائه دهید، مثلاً 18:00، 09:00).,"What time, if any, do people usually leave work for lunch in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
95,Jo-sp-31,Education,Spanish (Spain),در کشور شما دانش‌آموزان دبیرستانی معمولاً چه ساعتی از مدرسه خارج می‌شوند؟ (با فرمت HH:MM ارائه دهید، مثلاً 18:00، 09:00).,"What time do high school students tend to leave school in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
96,Jo-sp-32,Education,Spanish (Spain),درایران دانش‌آموزان دبستانی معمولاً چه ورزشی را در مدرسه تمرین می‌کنند؟,What sport do elementary school students tend to practice at school in Iran?
97,Jo-sp-36,Education,Spanish (Spain),در کشور شما تعطیلات تابستانی مدارس ابتدایی چند هفته است؟ (فقط به اعداد پاسخ دهید.),"How long (in weeks) are summer vacations at elementary schools in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)"
98,Jo-sp-37,Education,Spanish (Spain),در کشور شما تعطیلات تابستانی دانشگاه‌ها چند هفته است؟ (فقط به اعداد پاسخ دهید.),"How long (in weeks) are summer vacations at universities in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)"
99,Jo-sp-39,Education,Spanish (Spain),در کشور شما تحصیلات ابتدایی از چه سنی شروع می‌شود؟ (فقط به اعداد پاسخ دهید.),"At what age does elementary education begin in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)"
100,Jo-sp-43,Education,Spanish (Spain),در کشور شما به جز زبان رسمی، چند زبان دیگر در آموزش ابتدایی مطالعه می‌شود؟ (فقط به صورت اعداد ارائه شود.),"How many languages are studied in elementary education besides Iran's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
101,Jod-ch-01,Food,Chinese (China),در ایران مردم معمولاً از چه وسایل غذاخوری استفاده می‌کنند؟,What eating utensils do people commonly used in Iran?
102,Jod-ch-04,Food,Chinese (China),در ایران کدام نوشیدنی غیرالکلی مورد پسند مردم است؟,What soft drink do people in Iran like to have?
103,Jod-ch-06,Food,Chinese (China),محبوب‌ترین نوع الکل سنتی درایران چیست؟,What is the most popular traditional alcohol in Iran?
104,Jod-ch-07,Food,Chinese (China),مردم در کشور شما به طور متوسط چند ساعت (با اعداد و تا یک رقم اعشار مثلاً 2، 3.5) برای شام خوردن در رستوران وقت می‌گذارند؟,"How long (in hours) on average does it take for people in Iran to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
105,Jod-ch-09,Food,Chinese (China),مردم معمولاً چه ساعتی در کشور شما شام می‌خورند؟ (به فرمت ساعت:دقیقه (مثلاً 18:00، 09:00) ارائه دهید.),"What time do people usually have dinner in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
106,Jod-ch-12,Food,Chinese (China),مردم درایران چه نوع سوپی دوست دارند بخورند؟,What kind of soup do people from Iran like to have?
107,Jod-ch-13,Food,Chinese (China),مردم درایران چه غذاهای خیابانی دوست دارند بخورند؟,What street food do people from Iran like to eat?
108,Jod-ch-15,Food,Chinese (China),مردم درایران چه نوع غذاهای دریایی دوست دارند بخورند؟,What kind of seafood do people from Iran like to eat?
109,Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),درایران بزرگترین جشن چیست؟,What is the biggest festival in Iran?
110,Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),متداول‌ترین وسیله حمل و نقل عمومی که مردم هنگام سفر بین شهرها درایران استفاده می‌کنند، چیست؟,What is the most commonly used public transport by people when travelling between cites in Iran?
111,Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),درایران تزئینات یا نمادهای خاص مرتبط با بزرگترین جشن چیست؟,What are the specific decorations or symbols associated with the most biggest festival in Iran?
112,Jod-ch-37,Sport,Chinese (China),درایران زنان بیشتر دوست دارند چه ورزش‌هایی را تماشا کنند؟,What sports do women like to watch the most in Iran?
113,Jod-ch-38,Sport,Chinese (China),درایران مردان بیشتر دوست دارند چه ورزش‌هایی را تماشا کنند؟,What sports do men like to watch the most in Iran?
114,Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),در ایران فعالیت تفریحی معمولی که خانم‌ها در دهه بیست سالگی زندگی شان انجام میدهند چیست؟,What is the common leisure activity that females in their 20s in Iran engage in?
115,Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),در ایران فعالیت تفریحی معمولی که مردان در دهه بیست سالگی زندگی شان انجام میدهند چیست؟,What is the common leisure activity that males in their 20s in Iran engage in?
116,Jod-ch-46,Work life,Chinese (China),مردم معمولاً چند ساعت (به ساعت) پس از ناهار در یک روز کاری در کشور شما استراحت می‌کنند؟ (فقط اعداد تا یک رقم اعشار (مثلاً 2، 3.5) ارائه دهید.),"How long (in hours) do people usually take a break after lunch on a weekday in Iran? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
117,Jod-ch-48,Work life,Chinese (China),مردم درایران در طول روزهای کاری برای ناهار چه چیزی می‌خورند؟,What do people eat for lunch during the working days in Iran?
118,Jod-ch-50,Work life,Chinese (China),در کشور شما میانگین زمان سفر به محل کار (به دقیقه) برای مردم چقدر است؟ (فقط اعداد را وارد کنید.),"What is the average commute time (in minutes) for people in Iran? (Provide Arabic numerals (e.g., 1) only.)"
119,Jod-ch-51,Work life,Chinese (China),متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار درایران استفاده می‌کنند چیست؟,What is the most common transportation that people take to get to work in Iran?
120,Jod-ch-54,Work life,Chinese (China),مرخصی عروسی در کشور شما چند روز است؟ (فقط عدد ارائه دهید.),"How long (in days) is the marriage leave in Iran? (Provide Arabic numerals (e.g., 12) only.)"
121,Jod-ch-56,Work life,Chinese (China),سن بازنشستگی معمول برای زنان در کشور شما چند سال است؟ (فقط عدد بنویسید.),"What is the typical retirement age for women in Iran? (Provide Arabic numerals (e.g., 12) only.)"
122,Jod-ch-57,Work life,Chinese (China),سن بازنشستگی معمول برای مردان در کشور شما چند سال است؟ (فقط اعداد ارائه دهید.),"What is the typical retirement age for men in Iran? (Provide Arabic numerals (e.g., 12) only.)"
123,Jod-ch-58,Work life,Chinese (China),کدام حرفه درایران بیشترین احترام را دارد؟,Which profession is the most respected in Iran?
124,Jod-ch-60,Work life,Chinese (China),مدت زمان (به ساعت) یک روز کاری معمولی در کشور شما چقدر است؟ (فقط اعداد ارائه دهید.),What is the duration (in hours) of a typical workday in Iran? (Provide Arabic numerals (0~24) only.)
125,Jod-ch-61,Work life,Chinese (China),کدام شغل در میان زنان درایران بیشتر مورد ترجیح است؟,Which occupation is most preferred among females in Iran?
126,Jod-ch-62,Work life,Chinese (China),کدام شغل در میان مردان درایران بیشتر مورد ترجیح قرار می‌گیرد؟,Which occupation is most preferred among males in Iran?
127,Ki-pe-17,Education,Persian (Iran),درایران به طور متوسط، دانش‌آموزان تا چه مرحله‌ای از تحصیلات خود را ادامه می‌دهند؟ (مثلاً دبستان، دبیرستان),"On average, how far do students typically pursue their education in Iran? (e.g., elementary, high school)"
128,Ki-pe-24,Education,Persian (Iran),درایران به جز انگلیسی، چه زبان‌هایی در مدارس تدریس داده می‌شود؟,What language is taught in schools in Iran besides English?
129,Ki-pe-30,Education,Persian (Iran),درایران مدارس چه روزهایی از هفته تعطیل هستند؟,What days of the week are schools closed in Iran?
130,Ki-pe-32,Food,Persian (Iran),معمولاً میزبان‌ها درایران چه غذاهایی برای مهمان‌ها تهیه می‌کنند؟,What food do the hosts usually prepare for the guests in Iran?
131,Ki-pe-34,Food,Persian (Iran),معمولاً درایران چه نوشیدنی‌ای برای صبحانه می‌نوشند؟,What is the usual drink in the breakfast in Iran?
132,Ki-pe-36,Food,Persian (Iran),به جز غذاهای بومی درایران، غذای کدام کشور در ایران محبوب‌تر است؟,"Except the food original from Iran, which country's food is more popular in Iran?"
133,Ki-pe-39,Food,Persian (Iran),معمولاً چه غذاهایی برای پیک‌نیک خانوادگی درایران تهیه می‌شود؟,What food is usually prepared for a family picnic in Iran?
134,Ki-pe-40,Food,Persian (Iran),کدام غذا درایران از نظر بقیه جهان نفرت‌انگیز تلقی می‌شود؟,Which food from Iran is considered disgusting by the rest of the world?
135,Ki-pe-43,Food,Persian (Iran),نام نان محبوب درایران چیست؟,What is the name of the popular bread in Iran?
136,Ki-pe-51,Work life,Persian (Iran),ساعت چند ادارات دولتی در کشور شما تعطیل می‌شوند؟ (به فرمت ساعت:دقیقه مانند 18:00، 09:00 ارائه دهید.),"What time of day are government offices closed in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
137,Ki-pe-53,Work life,Persian (Iran),ساعت شروع کار معمول دفاتر دولتی در کشور شما چه زمانی است؟ (به فرمت ساعت:دقیقه ارائه دهید (مثلاً 18:00، 09:00).),"What is the normal start time of government offices in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
138,Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),درایران کدام تعطیلات ملی طولانی‌ترین مدت زمان را دارد؟,What national holiday has the longest duration in Iran?
139,Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),فعالیت‌های معمولی که مردم درایران برای جشن گرفتن روز استقلال انجام می‌دهند چیست؟,What are the common activities people from Iran do to celebrate Independence day?
140,Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),وقتی یکی از اعضای خانواده درایران فوت می‌کند، چه چیزی جلوی خانه نصب می‌شود؟,What is installed in front of the house when a family member dies in Iran?
141,Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),مراسم جشن بارداری یا مراسم مربوط به آن معمولاً چه زمانی درایران برگزار می‌شود؟,When is a pregnancy celebration or ceremony usually held in Iran?
142,Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),چه مراسمی معمولاً قبل از عروسی درایران برگزار می‌شود؟,What event is usually held before a wedding in Iran?
143,Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),معمولاً چه چیزهایی در طول سال نو (شمسی) در کشور شما بین کودکان تقسیم می‌شود؟,What is usually shared to the children during (Lunar) New Year in Iran?
144,Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),درایران چه فعالیت‌هایی معمولاً در روزهای قبل از رمضان انجام می‌شود؟,What activities are usually done days before Ramadan in Iran?
145,Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),محبوب‌ترین جاذبه‌ی گردشگری برای بازدیدکنندگان خارجی درایران چیست؟,What is the most popular tourist attraction for foreign visitors in Iran?
146,Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),محبوب‌ترین اماکن مذهبی (معبد، کلیسا و غیره) برای گردشگری درایران کدامند؟,"What is the most popular religious sites (temple, church, etc.) for tourism in Iran?"
